ID,Team,Conf,Year
152,North Carolina State,acc,2010
153,North Carolina,acc,2010
154,Wake Forest,acc,2010
155,NotMajor,NotMajor,2010
158,Nebraska,big-12,2010
160,NotMajor,NotMajor,2010
164,Rutgers,big-east,2010
166,New Mexico State,wac,2010
167,New Mexico,mwc,2010
183,Syracuse,big-east,2010
189,Bowling Green State,mac,2010
193,Miami (OH),mac,2010
194,Ohio State,big-ten,2010
195,Ohio,mac,2010
197,Oklahoma State,big-12,2010
201,Oklahoma,big-12,2010
202,Tulsa,cusa,2010
204,Oregon State,pac-12,2010
213,Penn State,big-ten,2010
218,Temple,mac,2010
221,Pitt,big-east,2010
222,NotMajor,NotMajor,2010
227,NotMajor,NotMajor,2010
228,Clemson,acc,2010
231,NotMajor,NotMajor,2010
233,NotMajor,NotMajor,2010
235,Memphis,cusa,2010
236,NotMajor,NotMajor,2010
238,Vanderbilt,sec,2010
239,Baylor,big-12,2010
242,Rice,cusa,2010
245,Texas A&M,big-12,2010
248,Houston,cusa,2010
249,North Texas,sun-belt,2010
251,Texas,big-12,2010
252,Brigham Young,mwc,2010
253,NotMajor,NotMajor,2010
254,Utah,mwc,2010
256,NotMajor,NotMajor,2010
257,NotMajor,NotMajor,2010
258,Virginia,acc,2010
259,Virginia Tech,acc,2010
264,Washington,pac-12,2010
265,Washington State,pac-12,2010
275,Wisconsin,big-ten,2010
276,Marshall,cusa,2010
277,West Virginia,big-east,2010
278,Fresno State,wac,2010
282,NotMajor,NotMajor,2010
290,NotMajor,NotMajor,2010
302,NotMajor,NotMajor,2010
304,NotMajor,NotMajor,2010
309,Louisiana-Lafayette,sun-belt,2010
311,NotMajor,NotMajor,2010
324,NotMajor,NotMajor,2010
326,NotMajor,NotMajor,2010
328,Utah State,wac,2010
331,NotMajor,NotMajor,2010
333,Alabama,sec,2010
344,Mississippi State,sec,2010
349,Army,independent,2010
356,Illinois,big-ten,2010
2005,Air Force,mwc,2010
2006,Akron,mac,2010
2016,NotMajor,NotMajor,2010
2026,NotMajor,NotMajor,2010
2029,NotMajor,NotMajor,2010
2032,Arkansas State,sun-belt,2010
2046,NotMajor,NotMajor,2010
2050,Ball State,mac,2010
2084,Buffalo,mac,2010
2110,NotMajor,NotMajor,2010
2116,UCF,cusa,2010
2117,Central Michigan,mac,2010
2127,NotMajor,NotMajor,2010
2132,Cincinnati,big-east,2010
2142,NotMajor,NotMajor,2010
2197,NotMajor,NotMajor,2010
2198,NotMajor,NotMajor,2010
2199,Eastern Michigan,mac,2010
2210,NotMajor,NotMajor,2010
2226,Florida Atlantic,sun-belt,2010
2229,Florida International,sun-belt,2010
2241,NotMajor,NotMajor,2010
2247,NotMajor,NotMajor,2010
2261,NotMajor,NotMajor,2010
2287,NotMajor,NotMajor,2010
2294,Iowa,big-ten,2010
2305,Kansas,big-12,2010
2306,Kansas State,big-12,2010
2309,Kent State,mac,2010
2335,NotMajor,NotMajor,2010
2348,Louisiana Tech,wac,2010
2377,NotMajor,NotMajor,2010
2390,Miami (FL),acc,2010
2393,Middle Tennessee State,sun-belt,2010
2415,NotMajor,NotMajor,2010
2426,Navy,independent,2010
2433,Louisiana-Monroe,sun-belt,2010
2439,Nevada-Las Vegas,mwc,2010
2440,Nevada,wac,2010
2447,NotMajor,NotMajor,2010
2449,NotMajor,NotMajor,2010
2450,NotMajor,NotMajor,2010
2458,NotMajor,NotMajor,2010
2459,Northern Illinois,mac,2010
2460,NotMajor,NotMajor,2010
2464,NotMajor,NotMajor,2010
2466,NotMajor,NotMajor,2010
2483,Oregon,pac-12,2010
2502,NotMajor,NotMajor,2010
2504,NotMajor,NotMajor,2010
2506,NotMajor,NotMajor,2010
2509,Purdue,big-ten,2010
2534,NotMajor,NotMajor,2010
2535,NotMajor,NotMajor,2010
2545,NotMajor,NotMajor,2010
2546,NotMajor,NotMajor,2010
2567,SMU,cusa,2010
2569,NotMajor,NotMajor,2010
2571,NotMajor,NotMajor,2010
2572,Southern Mississippi,cusa,2010
2579,South Carolina,sec,2010
2617,NotMajor,NotMajor,2010
2619,NotMajor,NotMajor,2010
2623,NotMajor,NotMajor,2010
2628,Texas Christian,mwc,2010
2630,NotMajor,NotMajor,2010
2633,Tennessee,sec,2010
2635,NotMajor,NotMajor,2010
2638,UTEP,cusa,2010
2640,NotMajor,NotMajor,2010
2641,Texas Tech,big-12,2010
2643,NotMajor,NotMajor,2010
2649,Toledo,mac,2010
2653,Troy,sun-belt,2010
2655,Tulane,cusa,2010
2678,NotMajor,NotMajor,2010
2692,NotMajor,NotMajor,2010
2710,NotMajor,NotMajor,2010
2711,Western Michigan,mac,2010
2717,NotMajor,NotMajor,2010
2729,NotMajor,NotMajor,2010
2747,NotMajor,NotMajor,2010
2751,Wyoming,mwc,2010
2754,NotMajor,NotMajor,2010
2755,NotMajor,NotMajor,2010
2,Auburn,sec,2011
5,UAB,cusa,2011
6,NotMajor,NotMajor,2011
8,Arkansas,sec,2011
9,Arizona State,pac-12,2011
12,Arizona,pac-12,2011
13,NotMajor,NotMajor,2011
16,NotMajor,NotMajor,2011
21,San Diego State,mwc,2011
23,SJSU,wac,2011
24,Stanford,pac-12,2011
25,California,pac-12,2011
26,UCLA,pac-12,2011
30,USC,pac-12,2011
36,Colorado State,mwc,2011
38,Colorado,pac-12,2011
41,Connecticut,big-east,2011
47,NotMajor,NotMajor,2011
48,NotMajor,NotMajor,2011
50,NotMajor,NotMajor,2011
52,Florida State,acc,2011
55,NotMajor,NotMajor,2011
57,Florida,sec,2011
58,South Florida,big-east,2011
59,Georgia Tech,acc,2011
61,Georgia,sec,2011
62,Hawaii,wac,2011
66,Iowa State,big-12,2011
68,Boise State,mwc,2011
70,Idaho,wac,2011
77,Northwestern,big-ten,2011
79,NotMajor,NotMajor,2011
84,Indiana,big-ten,2011
87,Notre Dame,independent,2011
93,NotMajor,NotMajor,2011
96,Kentucky,sec,2011
97,Louisville,big-east,2011
98,Western Kentucky,sun-belt,2011
99,LSU,sec,2011
103,Boston College,acc,2011
113,NotMajor,NotMajor,2011
119,NotMajor,NotMajor,2011
120,Maryland,acc,2011
127,Michigan State,big-ten,2011
130,Michigan,big-ten,2011
135,Minnesota,big-ten,2011
142,Missouri,big-12,2011
145,Ole Miss,sec,2011
147,NotMajor,NotMajor,2011
149,NotMajor,NotMajor,2011
150,Duke,acc,2011
151,East Carolina,cusa,2011
152,North Carolina State,acc,2011
153,North Carolina,acc,2011
154,Wake Forest,acc,2011
155,NotMajor,NotMajor,2011
158,Nebraska,big-ten,2011
160,NotMajor,NotMajor,2011
164,Rutgers,big-east,2011
166,New Mexico State,wac,2011
167,New Mexico,mwc,2011
183,Syracuse,big-east,2011
189,Bowling Green State,mac,2011
193,Miami (OH),mac,2011
194,Ohio State,big-ten,2011
195,Ohio,mac,2011
197,Oklahoma State,big-12,2011
201,Oklahoma,big-12,2011
202,Tulsa,cusa,2011
204,Oregon State,pac-12,2011
213,Penn State,big-ten,2011
218,Temple,mac,2011
221,Pitt,big-east,2011
222,NotMajor,NotMajor,2011
227,NotMajor,NotMajor,2011
228,Clemson,acc,2011
231,NotMajor,NotMajor,2011
233,NotMajor,NotMajor,2011
235,Memphis,cusa,2011
236,NotMajor,NotMajor,2011
238,Vanderbilt,sec,2011
239,Baylor,big-12,2011
242,Rice,cusa,2011
245,Texas A&M,big-12,2011
248,Houston,cusa,2011
249,North Texas,sun-belt,2011
251,Texas,big-12,2011
252,Brigham Young,independent,2011
253,NotMajor,NotMajor,2011
254,Utah,pac-12,2011
256,NotMajor,NotMajor,2011
257,NotMajor,NotMajor,2011
258,Virginia,acc,2011
259,Virginia Tech,acc,2011
264,Washington,pac-12,2011
265,Washington State,pac-12,2011
275,Wisconsin,big-ten,2011
276,Marshall,cusa,2011
277,West Virginia,big-east,2011
278,Fresno State,wac,2011
282,NotMajor,NotMajor,2011
290,NotMajor,NotMajor,2011
302,NotMajor,NotMajor,2011
304,NotMajor,NotMajor,2011
309,Louisiana-Lafayette,sun-belt,2011
311,NotMajor,NotMajor,2011
324,NotMajor,NotMajor,2011
326,NotMajor,NotMajor,2011
328,Utah State,wac,2011
331,NotMajor,NotMajor,2011
333,Alabama,sec,2011
344,Mississippi State,sec,2011
349,Army,independent,2011
356,Illinois,big-ten,2011
2005,Air Force,mwc,2011
2006,Akron,mac,2011
2011,NotMajor,NotMajor,2011
2026,NotMajor,NotMajor,2011
2032,Arkansas State,sun-belt,2011
2046,NotMajor,NotMajor,2011
2050,Ball State,mac,2011
2065,NotMajor,NotMajor,2011
2084,Buffalo,mac,2011
2110,NotMajor,NotMajor,2011
2116,UCF,cusa,2011
2117,Central Michigan,mac,2011
2127,NotMajor,NotMajor,2011
2132,Cincinnati,big-east,2011
2197,NotMajor,NotMajor,2011
2198,NotMajor,NotMajor,2011
2199,Eastern Michigan,mac,2011
2210,NotMajor,NotMajor,2011
2226,Florida Atlantic,sun-belt,2011
2229,Florida International,sun-belt,2011
2230,NotMajor,NotMajor,2011
2241,NotMajor,NotMajor,2011
2247,NotMajor,NotMajor,2011
2294,Iowa,big-ten,2011
2305,Kansas,big-12,2011
2306,Kansas State,big-12,2011
2309,Kent State,mac,2011
2335,NotMajor,NotMajor,2011
2348,Louisiana Tech,wac,2011
2377,NotMajor,NotMajor,2011
2390,Miami (FL),acc,2011
2393,Middle Tennessee State,sun-belt,2011
2415,NotMajor,NotMajor,2011
2426,Navy,independent,2011
2428,NotMajor,NotMajor,2011
2433,Louisiana-Monroe,sun-belt,2011
2439,Nevada-Las Vegas,mwc,2011
2440,Nevada,wac,2011
2447,NotMajor,NotMajor,2011
2449,NotMajor,NotMajor,2011
2450,NotMajor,NotMajor,2011
2458,NotMajor,NotMajor,2011
2459,Northern Illinois,mac,2011
2460,NotMajor,NotMajor,2011
2464,NotMajor,NotMajor,2011
2466,NotMajor,NotMajor,2011
2483,Oregon,pac-12,2011
2502,NotMajor,NotMajor,2011
2506,NotMajor,NotMajor,2011
2509,Purdue,big-ten,2011
2534,NotMajor,NotMajor,2011
2535,NotMajor,NotMajor,2011
2545,NotMajor,NotMajor,2011
2546,NotMajor,NotMajor,2011
2567,SMU,cusa,2011
2569,NotMajor,NotMajor,2011
2571,NotMajor,NotMajor,2011
2572,Southern Mississippi,cusa,2011
2579,South Carolina,sec,2011
2617,NotMajor,NotMajor,2011
2619,NotMajor,NotMajor,2011
2623,NotMajor,NotMajor,2011
2628,Texas Christian,mwc,2011
2630,NotMajor,NotMajor,2011
2633,Tennessee,sec,2011
2634,NotMajor,NotMajor,2011
2635,NotMajor,NotMajor,2011
2638,UTEP,cusa,2011
2641,Texas Tech,big-12,2011
2643,NotMajor,NotMajor,2011
2649,Toledo,mac,2011
2653,Troy,sun-belt,2011
2655,Tulane,cusa,2011
2678,NotMajor,NotMajor,2011
2692,NotMajor,NotMajor,2011
2710,NotMajor,NotMajor,2011
2711,Western Michigan,mac,2011
2717,NotMajor,NotMajor,2011
2729,NotMajor,NotMajor,2011
2747,NotMajor,NotMajor,2011
2751,Wyoming,mwc,2011
2754,NotMajor,NotMajor,2011
2755,NotMajor,NotMajor,2011
2,Auburn,sec,2012
5,UAB,cusa,2012
6,South Alabama,sun-belt,2012
8,Arkansas,sec,2012
9,Arizona State,pac-12,2012
12,Arizona,pac-12,2012
13,NotMajor,NotMajor,2012
16,NotMajor,NotMajor,2012
21,San Diego State,mwc,2012
23,SJSU,wac,2012
24,Stanford,pac-12,2012
25,California,pac-12,2012
26,UCLA,pac-12,2012
30,USC,pac-12,2012
36,Colorado State,mwc,2012
38,Colorado,pac-12,2012
41,Connecticut,big-east,2012
47,NotMajor,NotMajor,2012
50,NotMajor,NotMajor,2012
52,Florida State,acc,2012
55,NotMajor,NotMajor,2012
57,Florida,sec,2012
58,South Florida,big-east,2012
59,Georgia Tech,acc,2012
61,Georgia,sec,2012
62,Hawaii,mwc,2012
66,Iowa State,big-12,2012
68,Boise State,mwc,2012
70,Idaho,wac,2012
77,Northwestern,big-ten,2012
79,NotMajor,NotMajor,2012
84,Indiana,big-ten,2012
87,Notre Dame,independent,2012
93,NotMajor,NotMajor,2012
96,Kentucky,sec,2012
97,Louisville,big-east,2012
98,Western Kentucky,sun-belt,2012
99,LSU,sec,2012
103,Boston College,acc,2012
113,Massachusetts,mac,2012
119,NotMajor,NotMajor,2012
120,Maryland,acc,2012
127,Michigan State,big-ten,2012
130,Michigan,big-ten,2012
135,Minnesota,big-ten,2012
142,Missouri,sec,2012
145,Ole Miss,sec,2012
150,Duke,acc,2012
151,East Carolina,cusa,2012
152,North Carolina State,acc,2012
153,North Carolina,acc,2012
154,Wake Forest,acc,2012
155,NotMajor,NotMajor,2012
158,Nebraska,big-ten,2012
160,NotMajor,NotMajor,2012
164,Rutgers,big-east,2012
166,New Mexico State,wac,2012
167,New Mexico,mwc,2012
183,Syracuse,big-east,2012
189,Bowling Green State,mac,2012
193,Miami (OH),mac,2012
194,Ohio State,big-ten,2012
195,Ohio,mac,2012
197,Oklahoma State,big-12,2012
201,Oklahoma,big-12,2012
202,Tulsa,cusa,2012
204,Oregon State,pac-12,2012
213,Penn State,big-ten,2012
218,Temple,big-east,2012
221,Pitt,big-east,2012
222,NotMajor,NotMajor,2012
227,NotMajor,NotMajor,2012
228,Clemson,acc,2012
231,NotMajor,NotMajor,2012
233,NotMajor,NotMajor,2012
235,Memphis,cusa,2012
236,NotMajor,NotMajor,2012
238,Vanderbilt,sec,2012
239,Baylor,big-12,2012
242,Rice,cusa,2012
245,Texas A&M,sec,2012
248,Houston,cusa,2012
249,North Texas,sun-belt,2012
251,Texas,big-12,2012
252,Brigham Young,independent,2012
253,NotMajor,NotMajor,2012
254,Utah,pac-12,2012
256,NotMajor,NotMajor,2012
257,NotMajor,NotMajor,2012
258,Virginia,acc,2012
259,Virginia Tech,acc,2012
264,Washington,pac-12,2012
265,Washington State,pac-12,2012
275,Wisconsin,big-ten,2012
276,Marshall,cusa,2012
277,West Virginia,big-12,2012
278,Fresno State,mwc,2012
282,NotMajor,NotMajor,2012
290,NotMajor,NotMajor,2012
302,NotMajor,NotMajor,2012
304,NotMajor,NotMajor,2012
309,Louisiana-Lafayette,sun-belt,2012
311,NotMajor,NotMajor,2012
324,NotMajor,NotMajor,2012
326,Texas State,wac,2012
328,Utah State,wac,2012
331,NotMajor,NotMajor,2012
333,Alabama,sec,2012
344,Mississippi State,sec,2012
349,Army,independent,2012
356,Illinois,big-ten,2012
2005,Air Force,mwc,2012
2006,Akron,mac,2012
2010,NotMajor,NotMajor,2012
2016,NotMajor,NotMajor,2012
2026,NotMajor,NotMajor,2012
2032,Arkansas State,sun-belt,2012
2046,NotMajor,NotMajor,2012
2050,Ball State,mac,2012
2065,NotMajor,NotMajor,2012
2084,Buffalo,mac,2012
2110,NotMajor,NotMajor,2012
2116,UCF,cusa,2012
2117,Central Michigan,mac,2012
2127,NotMajor,NotMajor,2012
2132,Cincinnati,big-east,2012
2169,NotMajor,NotMajor,2012
2197,NotMajor,NotMajor,2012
2198,NotMajor,NotMajor,2012
2199,Eastern Michigan,mac,2012
2210,NotMajor,NotMajor,2012
2226,Florida Atlantic,sun-belt,2012
2229,Florida International,sun-belt,2012
2230,NotMajor,NotMajor,2012
2241,NotMajor,NotMajor,2012
2247,NotMajor,NotMajor,2012
2287,NotMajor,NotMajor,2012
2294,Iowa,big-ten,2012
2296,NotMajor,NotMajor,2012
2305,Kansas,big-12,2012
2306,Kansas State,big-12,2012
2309,Kent State,mac,2012
2320,NotMajor,NotMajor,2012
2335,NotMajor,NotMajor,2012
2348,Louisiana Tech,wac,2012
2377,NotMajor,NotMajor,2012
2390,Miami (FL),acc,2012
2393,Middle Tennessee State,sun-belt,2012
2415,NotMajor,NotMajor,2012
2426,Navy,independent,2012
2428,NotMajor,NotMajor,2012
2433,Louisiana-Monroe,sun-belt,2012
2439,Nevada-Las Vegas,mwc,2012
2440,Nevada,mwc,2012
2447,NotMajor,NotMajor,2012
2449,NotMajor,NotMajor,2012
2450,NotMajor,NotMajor,2012
2458,NotMajor,NotMajor,2012
2459,Northern Illinois,mac,2012
2460,NotMajor,NotMajor,2012
2464,NotMajor,NotMajor,2012
2466,NotMajor,NotMajor,2012
2483,Oregon,pac-12,2012
2502,NotMajor,NotMajor,2012
2506,NotMajor,NotMajor,2012
2509,Purdue,big-ten,2012
2534,NotMajor,NotMajor,2012
2535,NotMajor,NotMajor,2012
2542,NotMajor,NotMajor,2012
2545,NotMajor,NotMajor,2012
2546,NotMajor,NotMajor,2012
2567,SMU,cusa,2012
2569,NotMajor,NotMajor,2012
2571,NotMajor,NotMajor,2012
2572,Southern Mississippi,cusa,2012
2579,South Carolina,sec,2012
2582,NotMajor,NotMajor,2012
2617,NotMajor,NotMajor,2012
2619,NotMajor,NotMajor,2012
2623,NotMajor,NotMajor,2012
2628,Texas Christian,big-12,2012
2630,NotMajor,NotMajor,2012
2633,Tennessee,sec,2012
2635,NotMajor,NotMajor,2012
2636,UTSA,wac,2012
2638,UTEP,cusa,2012
2640,NotMajor,NotMajor,2012
2641,Texas Tech,big-12,2012
2643,NotMajor,NotMajor,2012
2649,Toledo,mac,2012
2653,Troy,sun-belt,2012
2655,Tulane,cusa,2012
2678,NotMajor,NotMajor,2012
2681,NotMajor,NotMajor,2012
2692,NotMajor,NotMajor,2012
2710,NotMajor,NotMajor,2012
2711,Western Michigan,mac,2012
2717,NotMajor,NotMajor,2012
2729,NotMajor,NotMajor,2012
2747,NotMajor,NotMajor,2012
2751,Wyoming,mwc,2012
2754,NotMajor,NotMajor,2012
2755,NotMajor,NotMajor,2012
2823,NotMajor,NotMajor,2012
2837,NotMajor,NotMajor,2012
2,Auburn,sec,2013
5,UAB,cusa,2013
6,South Alabama,sun-belt,2013
8,Arkansas,sec,2013
9,Arizona State,pac-12,2013
12,Arizona,pac-12,2013
13,NotMajor,NotMajor,2013
16,NotMajor,NotMajor,2013
21,San Diego State,mwc,2013
23,SJSU,mwc,2013
24,Stanford,pac-12,2013
25,California,pac-12,2013
26,UCLA,pac-12,2013
30,USC,pac-12,2013
36,Colorado State,mwc,2013
38,Colorado,pac-12,2013
41,Connecticut,american,2013
47,NotMajor,NotMajor,2013
48,NotMajor,NotMajor,2013
50,NotMajor,NotMajor,2013
52,Florida State,acc,2013
55,NotMajor,NotMajor,2013
57,Florida,sec,2013
58,South Florida,american,2013
59,Georgia Tech,acc,2013
61,Georgia,sec,2013
62,Hawaii,mwc,2013
66,Iowa State,big-12,2013
68,Boise State,mwc,2013
70,Idaho,independent,2013
77,Northwestern,big-ten,2013
79,NotMajor,NotMajor,2013
84,Indiana,big-ten,2013
87,Notre Dame,independent,2013
93,NotMajor,NotMajor,2013
96,Kentucky,sec,2013
97,Louisville,american,2013
98,Western Kentucky,sun-belt,2013
99,LSU,sec,2013
103,Boston College,acc,2013
113,Massachusetts,mac,2013
119,NotMajor,NotMajor,2013
120,Maryland,acc,2013
127,Michigan State,big-ten,2013
130,Michigan,big-ten,2013
135,Minnesota,big-ten,2013
142,Missouri,sec,2013
145,Ole Miss,sec,2013
147,NotMajor,NotMajor,2013
150,Duke,acc,2013
151,East Carolina,cusa,2013
152,North Carolina State,acc,2013
153,North Carolina,acc,2013
154,Wake Forest,acc,2013
158,Nebraska,big-ten,2013
160,NotMajor,NotMajor,2013
164,Rutgers,american,2013
166,New Mexico State,independent,2013
167,New Mexico,mwc,2013
183,Syracuse,acc,2013
189,Bowling Green State,mac,2013
193,Miami (OH),mac,2013
194,Ohio State,big-ten,2013
195,Ohio,mac,2013
197,Oklahoma State,big-12,2013
201,Oklahoma,big-12,2013
202,Tulsa,cusa,2013
204,Oregon State,pac-12,2013
213,Penn State,big-ten,2013
218,Temple,american,2013
221,Pitt,acc,2013
222,NotMajor,NotMajor,2013
227,NotMajor,NotMajor,2013
228,Clemson,acc,2013
231,NotMajor,NotMajor,2013
233,NotMajor,NotMajor,2013
235,Memphis,american,2013
236,NotMajor,NotMajor,2013
238,Vanderbilt,sec,2013
239,Baylor,big-12,2013
242,Rice,cusa,2013
245,Texas A&M,sec,2013
248,Houston,american,2013
249,North Texas,cusa,2013
251,Texas,big-12,2013
252,Brigham Young,independent,2013
253,NotMajor,NotMajor,2013
254,Utah,pac-12,2013
256,NotMajor,NotMajor,2013
257,NotMajor,NotMajor,2013
258,Virginia,acc,2013
259,Virginia Tech,acc,2013
264,Washington,pac-12,2013
265,Washington State,pac-12,2013
275,Wisconsin,big-ten,2013
276,Marshall,cusa,2013
277,West Virginia,big-12,2013
278,Fresno State,mwc,2013
282,NotMajor,NotMajor,2013
290,NotMajor,NotMajor,2013
295,NotMajor,NotMajor,2013
302,NotMajor,NotMajor,2013
304,NotMajor,NotMajor,2013
309,Louisiana-Lafayette,sun-belt,2013
311,NotMajor,NotMajor,2013
324,NotMajor,NotMajor,2013
326,Texas State,sun-belt,2013
328,Utah State,mwc,2013
331,NotMajor,NotMajor,2013
333,Alabama,sec,2013
344,Mississippi State,sec,2013
349,Army,independent,2013
356,Illinois,big-ten,2013
399,NotMajor,NotMajor,2013
2000,NotMajor,NotMajor,2013
2005,Air Force,mwc,2013
2006,Akron,mac,2013
2010,NotMajor,NotMajor,2013
2011,NotMajor,NotMajor,2013
2016,NotMajor,NotMajor,2013
2026,NotMajor,NotMajor,2013
2029,NotMajor,NotMajor,2013
2032,Arkansas State,sun-belt,2013
2046,NotMajor,NotMajor,2013
2050,Ball State,mac,2013
2065,NotMajor,NotMajor,2013
2084,Buffalo,mac,2013
2097,NotMajor,NotMajor,2013
2110,NotMajor,NotMajor,2013
2116,UCF,american,2013
2117,Central Michigan,mac,2013
2127,NotMajor,NotMajor,2013
2132,Cincinnati,american,2013
2142,NotMajor,NotMajor,2013
2197,NotMajor,NotMajor,2013
2198,NotMajor,NotMajor,2013
2199,Eastern Michigan,mac,2013
2210,NotMajor,NotMajor,2013
2226,Florida Atlantic,cusa,2013
2229,Florida International,cusa,2013
2230,NotMajor,NotMajor,2013
2241,NotMajor,NotMajor,2013
2247,Georgia State,sun-belt,2013
2287,NotMajor,NotMajor,2013
2294,Iowa,big-ten,2013
2296,NotMajor,NotMajor,2013
2305,Kansas,big-12,2013
2306,Kansas State,big-12,2013
2309,Kent State,mac,2013
2320,NotMajor,NotMajor,2013
2335,NotMajor,NotMajor,2013
2348,Louisiana Tech,cusa,2013
2377,NotMajor,NotMajor,2013
2390,Miami (FL),acc,2013
2393,Middle Tennessee State,cusa,2013
2415,NotMajor,NotMajor,2013
2426,Navy,independent,2013
2428,NotMajor,NotMajor,2013
2433,Louisiana-Monroe,sun-belt,2013
2439,Nevada-Las Vegas,mwc,2013
2440,Nevada,mwc,2013
2447,NotMajor,NotMajor,2013
2449,NotMajor,NotMajor,2013
2450,NotMajor,NotMajor,2013
2458,NotMajor,NotMajor,2013
2459,Northern Illinois,mac,2013
2460,NotMajor,NotMajor,2013
2464,NotMajor,NotMajor,2013
2466,NotMajor,NotMajor,2013
2483,Oregon,pac-12,2013
2502,NotMajor,NotMajor,2013
2504,NotMajor,NotMajor,2013
2506,NotMajor,NotMajor,2013
2509,Purdue,big-ten,2013
2534,NotMajor,NotMajor,2013
2535,NotMajor,NotMajor,2013
2542,NotMajor,NotMajor,2013
2545,NotMajor,NotMajor,2013
2546,NotMajor,NotMajor,2013
2567,SMU,american,2013
2569,NotMajor,NotMajor,2013
2571,NotMajor,NotMajor,2013
2572,Southern Mississippi,cusa,2013
2579,South Carolina,sec,2013
2582,NotMajor,NotMajor,2013
2617,NotMajor,NotMajor,2013
2619,NotMajor,NotMajor,2013
2623,NotMajor,NotMajor,2013
2628,Texas Christian,big-12,2013
2630,NotMajor,NotMajor,2013
2633,Tennessee,sec,2013
2635,NotMajor,NotMajor,2013
2636,UTSA,cusa,2013
2638,UTEP,cusa,2013
2641,Texas Tech,big-12,2013
2643,NotMajor,NotMajor,2013
2649,Toledo,mac,2013
2653,Troy,sun-belt,2013
2655,Tulane,cusa,2013
2678,NotMajor,NotMajor,2013
2681,NotMajor,NotMajor,2013
2692,NotMajor,NotMajor,2013
2710,NotMajor,NotMajor,2013
2711,Western Michigan,mac,2013
2717,NotMajor,NotMajor,2013
2729,NotMajor,NotMajor,2013
2747,NotMajor,NotMajor,2013
2751,Wyoming,mwc,2013
2754,NotMajor,NotMajor,2013
2755,NotMajor,NotMajor,2013
2,Auburn,sec,2014
5,UAB,cusa,2014
6,South Alabama,sun-belt,2014
8,Arkansas,sec,2014
9,Arizona State,pac-12,2014
12,Arizona,pac-12,2014
13,NotMajor,NotMajor,2014
16,NotMajor,NotMajor,2014
21,San Diego State,mwc,2014
23,SJSU,mwc,2014
24,Stanford,pac-12,2014
25,California,pac-12,2014
26,UCLA,pac-12,2014
30,USC,pac-12,2014
36,Colorado State,mwc,2014
38,Colorado,pac-12,2014
41,Connecticut,american,2014
43,NotMajor,NotMajor,2014
47,NotMajor,NotMajor,2014
48,NotMajor,NotMajor,2014
50,NotMajor,NotMajor,2014
52,Florida State,acc,2014
55,NotMajor,NotMajor,2014
57,Florida,sec,2014
58,South Florida,american,2014
59,Georgia Tech,acc,2014
61,Georgia,sec,2014
62,Hawaii,mwc,2014
66,Iowa State,big-12,2014
68,Boise State,mwc,2014
70,Idaho,sun-belt,2014
77,Northwestern,big-ten,2014
79,NotMajor,NotMajor,2014
84,Indiana,big-ten,2014
87,Notre Dame,independent,2014
93,NotMajor,NotMajor,2014
96,Kentucky,sec,2014
97,Louisville,acc,2014
98,Western Kentucky,cusa,2014
99,LSU,sec,2014
103,Boston College,acc,2014
113,Massachusetts,mac,2014
119,NotMajor,NotMajor,2014
120,Maryland,big-ten,2014
127,Michigan State,big-ten,2014
130,Michigan,big-ten,2014
