ID,Team,Conf,Year
135,Minnesota,big-ten,2014
142,Missouri,sec,2014
145,Ole Miss,sec,2014
147,NotMajor,NotMajor,2014
149,NotMajor,NotMajor,2014
150,Duke,acc,2014
151,East Carolina,american,2014
152,North Carolina State,acc,2014
153,North Carolina,acc,2014
154,Wake Forest,acc,2014
155,NotMajor,NotMajor,2014
158,Nebraska,big-ten,2014
160,NotMajor,NotMajor,2014
164,Rutgers,big-ten,2014
166,New Mexico State,sun-belt,2014
167,New Mexico,mwc,2014
183,Syracuse,acc,2014
189,Bowling Green State,mac,2014
193,Miami (OH),mac,2014
194,Ohio State,big-ten,2014
195,Ohio,mac,2014
197,Oklahoma State,big-12,2014
201,Oklahoma,big-12,2014
202,Tulsa,american,2014
204,Oregon State,pac-12,2014
213,Penn State,big-ten,2014
218,Temple,american,2014
221,Pitt,acc,2014
222,NotMajor,NotMajor,2014
227,NotMajor,NotMajor,2014
228,Clemson,acc,2014
231,NotMajor,NotMajor,2014
233,NotMajor,NotMajor,2014
235,Memphis,american,2014
236,NotMajor,NotMajor,2014
238,Vanderbilt,sec,2014
239,Baylor,big-12,2014
242,Rice,cusa,2014
245,Texas A&M,sec,2014
248,Houston,american,2014
249,North Texas,cusa,2014
251,Texas,big-12,2014
252,Brigham Young,independent,2014
253,NotMajor,NotMajor,2014
254,Utah,pac-12,2014
256,NotMajor,NotMajor,2014
257,NotMajor,NotMajor,2014
258,Virginia,acc,2014
259,Virginia Tech,acc,2014
264,Washington,pac-12,2014
265,Washington State,pac-12,2014
275,Wisconsin,big-ten,2014
276,Marshall,cusa,2014
277,West Virginia,big-12,2014
278,Fresno State,mwc,2014
282,NotMajor,NotMajor,2014
290,Georgia Southern,sun-belt,2014
295,Old Dominion,cusa,2014
302,NotMajor,NotMajor,2014
304,NotMajor,NotMajor,2014
309,Louisiana-Lafayette,sun-belt,2014
311,NotMajor,NotMajor,2014
326,Texas State,sun-belt,2014
328,Utah State,mwc,2014
331,NotMajor,NotMajor,2014
333,Alabama,sec,2014
344,Mississippi State,sec,2014
349,Army,independent,2014
356,Illinois,big-ten,2014
2000,NotMajor,NotMajor,2014
2005,Air Force,mwc,2014
2006,Akron,mac,2014
2010,NotMajor,NotMajor,2014
2016,NotMajor,NotMajor,2014
2026,Appalachian State,sun-belt,2014
2029,NotMajor,NotMajor,2014
2032,Arkansas State,sun-belt,2014
2046,NotMajor,NotMajor,2014
2050,Ball State,mac,2014
2065,NotMajor,NotMajor,2014
2084,Buffalo,mac,2014
2097,NotMajor,NotMajor,2014
2110,NotMajor,NotMajor,2014
2116,UCF,american,2014
2117,Central Michigan,mac,2014
2127,NotMajor,NotMajor,2014
2132,Cincinnati,american,2014
2142,NotMajor,NotMajor,2014
2169,NotMajor,NotMajor,2014
2184,NotMajor,NotMajor,2014
2197,NotMajor,NotMajor,2014
2198,NotMajor,NotMajor,2014
2199,Eastern Michigan,mac,2014
2210,NotMajor,NotMajor,2014
2226,Florida Atlantic,cusa,2014
2229,Florida International,cusa,2014
2230,NotMajor,NotMajor,2014
2241,NotMajor,NotMajor,2014
2247,Georgia State,sun-belt,2014
2261,NotMajor,NotMajor,2014
2294,Iowa,big-ten,2014
2305,Kansas,big-12,2014
2306,Kansas State,big-12,2014
2309,Kent State,mac,2014
2320,NotMajor,NotMajor,2014
2335,NotMajor,NotMajor,2014
2348,Louisiana Tech,cusa,2014
2377,NotMajor,NotMajor,2014
2390,Miami (FL),acc,2014
2393,Middle Tennessee State,cusa,2014
2415,NotMajor,NotMajor,2014
2426,Navy,independent,2014
2428,NotMajor,NotMajor,2014
2433,Louisiana-Monroe,sun-belt,2014
2439,Nevada-Las Vegas,mwc,2014
2440,Nevada,mwc,2014
2447,NotMajor,NotMajor,2014
2449,NotMajor,NotMajor,2014
2450,NotMajor,NotMajor,2014
2458,NotMajor,NotMajor,2014
2459,Northern Illinois,mac,2014
2460,NotMajor,NotMajor,2014
2464,NotMajor,NotMajor,2014
2466,NotMajor,NotMajor,2014
2483,Oregon,pac-12,2014
2502,NotMajor,NotMajor,2014
2506,NotMajor,NotMajor,2014
2509,Purdue,big-ten,2014
2534,NotMajor,NotMajor,2014
2535,NotMajor,NotMajor,2014
2542,NotMajor,NotMajor,2014
2545,NotMajor,NotMajor,2014
2546,NotMajor,NotMajor,2014
2567,SMU,american,2014
2569,NotMajor,NotMajor,2014
2571,NotMajor,NotMajor,2014
2572,Southern Mississippi,cusa,2014
2579,South Carolina,sec,2014
2582,NotMajor,NotMajor,2014
2617,NotMajor,NotMajor,2014
2619,NotMajor,NotMajor,2014
2623,NotMajor,NotMajor,2014
2628,Texas Christian,big-12,2014
2630,NotMajor,NotMajor,2014
2633,Tennessee,sec,2014
2636,UTSA,cusa,2014
2638,UTEP,cusa,2014
2641,Texas Tech,big-12,2014
2643,NotMajor,NotMajor,2014
2649,Toledo,mac,2014
2653,Troy,sun-belt,2014
2655,Tulane,american,2014
2678,NotMajor,NotMajor,2014
2681,NotMajor,NotMajor,2014
2692,NotMajor,NotMajor,2014
2710,NotMajor,NotMajor,2014
2711,Western Michigan,mac,2014
2717,NotMajor,NotMajor,2014
2729,NotMajor,NotMajor,2014
2747,NotMajor,NotMajor,2014
2751,Wyoming,mwc,2014
2754,NotMajor,NotMajor,2014
2755,NotMajor,NotMajor,2014
2,Auburn,sec,2015
6,South Alabama,sun-belt,2015
8,Arkansas,sec,2015
9,Arizona State,pac-12,2015
12,Arizona,pac-12,2015
13,NotMajor,NotMajor,2015
16,NotMajor,NotMajor,2015
21,San Diego State,mwc,2015
23,SJSU,mwc,2015
24,Stanford,pac-12,2015
25,California,pac-12,2015
26,UCLA,pac-12,2015
30,USC,pac-12,2015
36,Colorado State,mwc,2015
38,Colorado,pac-12,2015
41,Connecticut,american,2015
47,NotMajor,NotMajor,2015
48,NotMajor,NotMajor,2015
50,NotMajor,NotMajor,2015
52,Florida State,acc,2015
55,NotMajor,NotMajor,2015
57,Florida,sec,2015
58,South Florida,american,2015
59,Georgia Tech,acc,2015
61,Georgia,sec,2015
62,Hawaii,mwc,2015
66,Iowa State,big-12,2015
68,Boise State,mwc,2015
70,Idaho,sun-belt,2015
77,Northwestern,big-ten,2015
79,NotMajor,NotMajor,2015
84,Indiana,big-ten,2015
87,Notre Dame,independent,2015
93,NotMajor,NotMajor,2015
96,Kentucky,sec,2015
97,Louisville,acc,2015
98,Western Kentucky,cusa,2015
99,LSU,sec,2015
103,Boston College,acc,2015
113,Massachusetts,mac,2015
119,NotMajor,NotMajor,2015
120,Maryland,big-ten,2015
127,Michigan State,big-ten,2015
130,Michigan,big-ten,2015
135,Minnesota,big-ten,2015
142,Missouri,sec,2015
145,Ole Miss,sec,2015
150,Duke,acc,2015
151,East Carolina,american,2015
152,North Carolina State,acc,2015
153,North Carolina,acc,2015
154,Wake Forest,acc,2015
155,NotMajor,NotMajor,2015
158,Nebraska,big-ten,2015
160,NotMajor,NotMajor,2015
164,Rutgers,big-ten,2015
166,New Mexico State,sun-belt,2015
167,New Mexico,mwc,2015
183,Syracuse,acc,2015
189,Bowling Green State,mac,2015
193,Miami (OH),mac,2015
194,Ohio State,big-ten,2015
195,Ohio,mac,2015
197,Oklahoma State,big-12,2015
201,Oklahoma,big-12,2015
202,Tulsa,american,2015
204,Oregon State,pac-12,2015
213,Penn State,big-ten,2015
218,Temple,american,2015
221,Pitt,acc,2015
222,NotMajor,NotMajor,2015
227,NotMajor,NotMajor,2015
228,Clemson,acc,2015
231,NotMajor,NotMajor,2015
233,NotMajor,NotMajor,2015
235,Memphis,american,2015
236,NotMajor,NotMajor,2015
238,Vanderbilt,sec,2015
239,Baylor,big-12,2015
242,Rice,cusa,2015
245,Texas A&M,sec,2015
248,Houston,american,2015
249,North Texas,cusa,2015
251,Texas,big-12,2015
252,Brigham Young,independent,2015
253,NotMajor,NotMajor,2015
254,Utah,pac-12,2015
256,NotMajor,NotMajor,2015
257,NotMajor,NotMajor,2015
258,Virginia,acc,2015
259,Virginia Tech,acc,2015
264,Washington,pac-12,2015
265,Washington State,pac-12,2015
275,Wisconsin,big-ten,2015
276,Marshall,cusa,2015
277,West Virginia,big-12,2015
278,Fresno State,mwc,2015
282,NotMajor,NotMajor,2015
290,Georgia Southern,sun-belt,2015
295,Old Dominion,cusa,2015
301,NotMajor,NotMajor,2015
302,NotMajor,NotMajor,2015
304,NotMajor,NotMajor,2015
309,Louisiana-Lafayette,sun-belt,2015
311,NotMajor,NotMajor,2015
326,Texas State,sun-belt,2015
328,Utah State,mwc,2015
331,NotMajor,NotMajor,2015
333,Alabama,sec,2015
344,Mississippi State,sec,2015
349,Army,independent,2015
356,Illinois,big-ten,2015
399,NotMajor,NotMajor,2015
2000,NotMajor,NotMajor,2015
2005,Air Force,mwc,2015
2006,Akron,mac,2015
2010,NotMajor,NotMajor,2015
2016,NotMajor,NotMajor,2015
2026,Appalachian State,sun-belt,2015
2032,Arkansas State,sun-belt,2015
2046,NotMajor,NotMajor,2015
2050,Ball State,mac,2015
2065,NotMajor,NotMajor,2015
2083,NotMajor,NotMajor,2015
2084,Buffalo,mac,2015
2110,NotMajor,NotMajor,2015
2116,UCF,american,2015
2117,Central Michigan,mac,2015
2127,NotMajor,NotMajor,2015
2132,Cincinnati,american,2015
2142,NotMajor,NotMajor,2015
2169,NotMajor,NotMajor,2015
2197,NotMajor,NotMajor,2015
2198,NotMajor,NotMajor,2015
2199,Eastern Michigan,mac,2015
2210,NotMajor,NotMajor,2015
2226,Florida Atlantic,cusa,2015
2229,Florida International,cusa,2015
2230,NotMajor,NotMajor,2015
2241,NotMajor,NotMajor,2015
2247,Georgia State,sun-belt,2015
2287,NotMajor,NotMajor,2015
2294,Iowa,big-ten,2015
2296,NotMajor,NotMajor,2015
2305,Kansas,big-12,2015
2306,Kansas State,big-12,2015
2309,Kent State,mac,2015
2320,NotMajor,NotMajor,2015
2335,NotMajor,NotMajor,2015
2348,Louisiana Tech,cusa,2015
2390,Miami (FL),acc,2015
2393,Middle Tennessee State,cusa,2015
2400,NotMajor,NotMajor,2015
2405,NotMajor,NotMajor,2015
2415,NotMajor,NotMajor,2015
2426,Navy,american,2015
2428,NotMajor,NotMajor,2015
2429,Charlotte,cusa,2015
2433,Louisiana-Monroe,sun-belt,2015
2439,Nevada-Las Vegas,mwc,2015
2440,Nevada,mwc,2015
2447,NotMajor,NotMajor,2015
2448,NotMajor,NotMajor,2015
2450,NotMajor,NotMajor,2015
2459,Northern Illinois,mac,2015
2460,NotMajor,NotMajor,2015
2464,NotMajor,NotMajor,2015
2466,NotMajor,NotMajor,2015
2483,Oregon,pac-12,2015
2502,NotMajor,NotMajor,2015
2504,NotMajor,NotMajor,2015
2506,NotMajor,NotMajor,2015
2509,Purdue,big-ten,2015
2534,NotMajor,NotMajor,2015
2535,NotMajor,NotMajor,2015
2542,NotMajor,NotMajor,2015
2545,NotMajor,NotMajor,2015
2546,NotMajor,NotMajor,2015
2567,SMU,american,2015
2571,NotMajor,NotMajor,2015
2572,Southern Mississippi,cusa,2015
2579,South Carolina,sec,2015
2582,NotMajor,NotMajor,2015
2617,NotMajor,NotMajor,2015
2623,NotMajor,NotMajor,2015
2628,Texas Christian,big-12,2015
2630,NotMajor,NotMajor,2015
2633,Tennessee,sec,2015
2635,NotMajor,NotMajor,2015
2636,UTSA,cusa,2015
2638,UTEP,cusa,2015
2641,Texas Tech,big-12,2015
2643,NotMajor,NotMajor,2015
2649,Toledo,mac,2015
2653,Troy,sun-belt,2015
2655,Tulane,american,2015
2678,NotMajor,NotMajor,2015
2681,NotMajor,NotMajor,2015
2692,NotMajor,NotMajor,2015
2710,NotMajor,NotMajor,2015
2711,Western Michigan,mac,2015
2717,NotMajor,NotMajor,2015
2729,NotMajor,NotMajor,2015
2747,NotMajor,NotMajor,2015
2751,Wyoming,mwc,2015
2754,NotMajor,NotMajor,2015
2755,NotMajor,NotMajor,2015
2916,NotMajor,NotMajor,2015
2,Auburn,sec,2016
6,South Alabama,sun-belt,2016
8,Arkansas,sec,2016
9,Arizona State,pac-12,2016
12,Arizona,pac-12,2016
13,NotMajor,NotMajor,2016
16,NotMajor,NotMajor,2016
21,San Diego State,mwc,2016
23,SJSU,mwc,2016
24,Stanford,pac-12,2016
25,California,pac-12,2016
26,UCLA,pac-12,2016
30,USC,pac-12,2016
36,Colorado State,mwc,2016
38,Colorado,pac-12,2016
41,Connecticut,american,2016
47,NotMajor,NotMajor,2016
48,NotMajor,NotMajor,2016
50,NotMajor,NotMajor,2016
52,Florida State,acc,2016
55,NotMajor,NotMajor,2016
57,Florida,sec,2016
58,South Florida,american,2016
59,Georgia Tech,acc,2016
61,Georgia,sec,2016
62,Hawaii,mwc,2016
66,Iowa State,big-12,2016
68,Boise State,mwc,2016
70,Idaho,sun-belt,2016
77,Northwestern,big-ten,2016
79,NotMajor,NotMajor,2016
84,Indiana,big-ten,2016
87,Notre Dame,independent,2016
93,NotMajor,NotMajor,2016
96,Kentucky,sec,2016
97,Louisville,acc,2016
98,Western Kentucky,cusa,2016
99,LSU,sec,2016
103,Boston College,acc,2016
113,Massachusetts,independent,2016
119,NotMajor,NotMajor,2016
120,Maryland,big-ten,2016
127,Michigan State,big-ten,2016
130,Michigan,big-ten,2016
135,Minnesota,big-ten,2016
142,Missouri,sec,2016
145,Ole Miss,sec,2016
147,NotMajor,NotMajor,2016
150,Duke,acc,2016
151,East Carolina,american,2016
152,North Carolina State,acc,2016
153,North Carolina,acc,2016
154,Wake Forest,acc,2016
155,NotMajor,NotMajor,2016
158,Nebraska,big-ten,2016
160,NotMajor,NotMajor,2016
164,Rutgers,big-ten,2016
166,New Mexico State,sun-belt,2016
167,New Mexico,mwc,2016
183,Syracuse,acc,2016
189,Bowling Green State,mac,2016
193,Miami (OH),mac,2016
194,Ohio State,big-ten,2016
195,Ohio,mac,2016
197,Oklahoma State,big-12,2016
201,Oklahoma,big-12,2016
202,Tulsa,american,2016
204,Oregon State,pac-12,2016
213,Penn State,big-ten,2016
218,Temple,american,2016
221,Pitt,acc,2016
222,NotMajor,NotMajor,2016
227,NotMajor,NotMajor,2016
228,Clemson,acc,2016
231,NotMajor,NotMajor,2016
233,NotMajor,NotMajor,2016
235,Memphis,american,2016
236,NotMajor,NotMajor,2016
238,Vanderbilt,sec,2016
239,Baylor,big-12,2016
242,Rice,cusa,2016
245,Texas A&M,sec,2016
248,Houston,american,2016
249,North Texas,cusa,2016
251,Texas,big-12,2016
252,Brigham Young,independent,2016
253,NotMajor,NotMajor,2016
254,Utah,pac-12,2016
256,NotMajor,NotMajor,2016
257,NotMajor,NotMajor,2016
258,Virginia,acc,2016
259,Virginia Tech,acc,2016
264,Washington,pac-12,2016
265,Washington State,pac-12,2016
275,Wisconsin,big-ten,2016
276,Marshall,cusa,2016
277,West Virginia,big-12,2016
278,Fresno State,mwc,2016
282,NotMajor,NotMajor,2016
290,Georgia Southern,sun-belt,2016
295,Old Dominion,cusa,2016
302,NotMajor,NotMajor,2016
304,NotMajor,NotMajor,2016
309,Louisiana-Lafayette,sun-belt,2016
311,NotMajor,NotMajor,2016
322,NotMajor,NotMajor,2016
326,Texas State,sun-belt,2016
328,Utah State,mwc,2016
331,NotMajor,NotMajor,2016
333,Alabama,sec,2016
344,Mississippi State,sec,2016
349,Army,independent,2016
356,Illinois,big-ten,2016
399,NotMajor,NotMajor,2016
2000,NotMajor,NotMajor,2016
2005,Air Force,mwc,2016
2006,Akron,mac,2016
2010,NotMajor,NotMajor,2016
2011,NotMajor,NotMajor,2016
2016,NotMajor,NotMajor,2016
2026,Appalachian State,sun-belt,2016
2032,Arkansas State,sun-belt,2016
2046,NotMajor,NotMajor,2016
2050,Ball State,mac,2016
2065,NotMajor,NotMajor,2016
2084,Buffalo,mac,2016
2110,NotMajor,NotMajor,2016
2116,UCF,american,2016
2117,Central Michigan,mac,2016
2127,NotMajor,NotMajor,2016
2132,Cincinnati,american,2016
2142,NotMajor,NotMajor,2016
2169,NotMajor,NotMajor,2016
2197,NotMajor,NotMajor,2016
2198,NotMajor,NotMajor,2016
2199,Eastern Michigan,mac,2016
2210,NotMajor,NotMajor,2016
2226,Florida Atlantic,cusa,2016
2229,Florida International,cusa,2016
2230,NotMajor,NotMajor,2016
2241,NotMajor,NotMajor,2016
2247,Georgia State,sun-belt,2016
2261,NotMajor,NotMajor,2016
2277,NotMajor,NotMajor,2016
2287,NotMajor,NotMajor,2016
2294,Iowa,big-ten,2016
2296,NotMajor,NotMajor,2016
2305,Kansas,big-12,2016
2306,Kansas State,big-12,2016
2309,Kent State,mac,2016
2320,NotMajor,NotMajor,2016
2335,NotMajor,NotMajor,2016
2348,Louisiana Tech,cusa,2016
2377,NotMajor,NotMajor,2016
2382,NotMajor,NotMajor,2016
2390,Miami (FL),acc,2016
2393,Middle Tennessee State,cusa,2016
2400,NotMajor,NotMajor,2016
2405,NotMajor,NotMajor,2016
2415,NotMajor,NotMajor,2016
2426,Navy,american,2016
2428,NotMajor,NotMajor,2016
2429,Charlotte,cusa,2016
2433,Louisiana-Monroe,sun-belt,2016
2439,Nevada-Las Vegas,mwc,2016
2440,Nevada,mwc,2016
2447,NotMajor,NotMajor,2016
2448,NotMajor,NotMajor,2016
2449,NotMajor,NotMajor,2016
2458,NotMajor,NotMajor,2016
2459,Northern Illinois,mac,2016
2460,NotMajor,NotMajor,2016
2464,NotMajor,NotMajor,2016
2466,NotMajor,NotMajor,2016
2483,Oregon,pac-12,2016
2502,NotMajor,NotMajor,2016
2504,NotMajor,NotMajor,2016
2506,NotMajor,NotMajor,2016
2509,Purdue,big-ten,2016
2535,NotMajor,NotMajor,2016
2542,NotMajor,NotMajor,2016
2545,NotMajor,NotMajor,2016
2546,NotMajor,NotMajor,2016
2567,SMU,american,2016
2569,NotMajor,NotMajor,2016
2571,NotMajor,NotMajor,2016
2572,Southern Mississippi,cusa,2016
2579,South Carolina,sec,2016
2582,NotMajor,NotMajor,2016
2617,NotMajor,NotMajor,2016
2619,NotMajor,NotMajor,2016
2623,NotMajor,NotMajor,2016
2628,Texas Christian,big-12,2016
2630,NotMajor,NotMajor,2016
2633,Tennessee,sec,2016
2634,NotMajor,NotMajor,2016
2635,NotMajor,NotMajor,2016
2636,UTSA,cusa,2016
2638,UTEP,cusa,2016
2641,Texas Tech,big-12,2016
2643,NotMajor,NotMajor,2016
2649,Toledo,mac,2016
2653,Troy,sun-belt,2016
2655,Tulane,american,2016
2678,NotMajor,NotMajor,2016
2681,NotMajor,NotMajor,2016
2692,NotMajor,NotMajor,2016
2710,NotMajor,NotMajor,2016
2711,Western Michigan,mac,2016
2717,NotMajor,NotMajor,2016
2729,NotMajor,NotMajor,2016
2747,NotMajor,NotMajor,2016
2751,Wyoming,mwc,2016
2754,NotMajor,NotMajor,2016
2755,NotMajor,NotMajor,2016
2916,NotMajor,NotMajor,2016
2,Auburn,sec,2017
5,UAB,cusa,2017
6,South Alabama,sun-belt,2017
8,Arkansas,sec,2017
9,Arizona State,pac-12,2017
12,Arizona,pac-12,2017
13,NotMajor,NotMajor,2017
16,NotMajor,NotMajor,2017
21,San Diego State,mwc,2017
23,SJSU,mwc,2017
24,Stanford,pac-12,2017
25,California,pac-12,2017
26,UCLA,pac-12,2017
30,USC,pac-12,2017
36,Colorado State,mwc,2017
38,Colorado,pac-12,2017
41,Connecticut,american,2017
47,NotMajor,NotMajor,2017
48,NotMajor,NotMajor,2017
50,NotMajor,NotMajor,2017
52,Florida State,acc,2017
55,NotMajor,NotMajor,2017
57,Florida,sec,2017
58,South Florida,american,2017
59,Georgia Tech,acc,2017
61,Georgia,sec,2017
62,Hawaii,mwc,2017
66,Iowa State,big-12,2017
68,Boise State,mwc,2017
70,Idaho,sun-belt,2017
77,Northwestern,big-ten,2017
79,NotMajor,NotMajor,2017
84,Indiana,big-ten,2017
87,Notre Dame,independent,2017
93,NotMajor,NotMajor,2017
96,Kentucky,sec,2017
97,Louisville,acc,2017
98,Western Kentucky,cusa,2017
99,LSU,sec,2017
103,Boston College,acc,2017
107,NotMajor,NotMajor,2017
113,Massachusetts,independent,2017
119,NotMajor,NotMajor,2017
120,Maryland,big-ten,2017
127,Michigan State,big-ten,2017
130,Michigan,big-ten,2017
135,Minnesota,big-ten,2017
142,Missouri,sec,2017
145,Ole Miss,sec,2017
147,NotMajor,NotMajor,2017
149,NotMajor,NotMajor,2017
150,Duke,acc,2017
151,East Carolina,american,2017
152,North Carolina State,acc,2017
153,North Carolina,acc,2017
154,Wake Forest,acc,2017
155,NotMajor,NotMajor,2017
158,Nebraska,big-ten,2017
160,NotMajor,NotMajor,2017
164,Rutgers,big-ten,2017
166,New Mexico State,sun-belt,2017
167,New Mexico,mwc,2017
183,Syracuse,acc,2017
189,Bowling Green State,mac,2017
193,Miami (OH),mac,2017
194,Ohio State,big-ten,2017
195,Ohio,mac,2017
197,Oklahoma State,big-12,2017
201,Oklahoma,big-12,2017
202,Tulsa,american,2017
204,Oregon State,pac-12,2017
213,Penn State,big-ten,2017
218,Temple,american,2017
221,Pitt,acc,2017
222,NotMajor,NotMajor,2017
227,NotMajor,NotMajor,2017
228,Clemson,acc,2017
231,NotMajor,NotMajor,2017
233,NotMajor,NotMajor,2017
235,Memphis,american,2017
236,NotMajor,NotMajor,2017
238,Vanderbilt,sec,2017
239,Baylor,big-12,2017
242,Rice,cusa,2017
245,Texas A&M,sec,2017
248,Houston,american,2017
249,North Texas,cusa,2017
251,Texas,big-12,2017
252,Brigham Young,independent,2017
253,NotMajor,NotMajor,2017
254,Utah,pac-12,2017
256,NotMajor,NotMajor,2017
258,Virginia,acc,2017
259,Virginia Tech,acc,2017
264,Washington,pac-12,2017
265,Washington State,pac-12,2017
275,Wisconsin,big-ten,2017
276,Marshall,cusa,2017
277,West Virginia,big-12,2017
278,Fresno State,mwc,2017
282,NotMajor,NotMajor,2017
290,Georgia Southern,sun-belt,2017
295,Old Dominion,cusa,2017
302,NotMajor,NotMajor,2017
304,NotMajor,NotMajor,2017
309,Louisiana-Lafayette,sun-belt,2017
324,Coastal Carolina,sun-belt,2017
326,Texas State,sun-belt,2017
328,Utah State,mwc,2017
331,NotMajor,NotMajor,2017
333,Alabama,sec,2017
344,Mississippi State,sec,2017
349,Army,independent,2017
356,Illinois,big-ten,2017
399,NotMajor,NotMajor,2017
2000,NotMajor,NotMajor,2017
2005,Air Force,mwc,2017
2006,Akron,mac,2017
2010,NotMajor,NotMajor,2017
2011,NotMajor,NotMajor,2017
2016,NotMajor,NotMajor,2017
2026,Appalachian State,sun-belt,2017
2029,NotMajor,NotMajor,2017
2032,Arkansas State,sun-belt,2017
2046,NotMajor,NotMajor,2017
2050,Ball State,mac,2017
2065,NotMajor,NotMajor,2017
2084,Buffalo,mac,2017
2110,NotMajor,NotMajor,2017
2115,NotMajor,NotMajor,2017
2116,UCF,american,2017
2117,Central Michigan,mac,2017
2127,NotMajor,NotMajor,2017
2132,Cincinnati,american,2017
2142,NotMajor,NotMajor,2017
2169,NotMajor,NotMajor,2017
2197,NotMajor,NotMajor,2017
2198,NotMajor,NotMajor,2017
2199,Eastern Michigan,mac,2017
2210,NotMajor,NotMajor,2017
2226,Florida Atlantic,cusa,2017
2229,Florida International,cusa,2017
2230,NotMajor,NotMajor,2017
2241,NotMajor,NotMajor,2017
2247,Georgia State,sun-belt,2017
2261,NotMajor,NotMajor,2017
2277,NotMajor,NotMajor,2017
2294,Iowa,big-ten,2017
2296,NotMajor,NotMajor,2017
2305,Kansas,big-12,2017
2306,Kansas State,big-12,2017
2309,Kent State,mac,2017
2320,NotMajor,NotMajor,2017
2335,NotMajor,NotMajor,2017
2348,Louisiana Tech,cusa,2017
2382,NotMajor,NotMajor,2017
2390,Miami (FL),acc,2017
2393,Middle Tennessee State,cusa,2017
2415,NotMajor,NotMajor,2017
2426,Navy,american,2017
2428,NotMajor,NotMajor,2017
2429,Charlotte,cusa,2017
2433,Louisiana-Monroe,sun-belt,2017
2439,Nevada-Las Vegas,mwc,2017
2440,Nevada,mwc,2017
2447,NotMajor,NotMajor,2017
2448,NotMajor,NotMajor,2017
2458,NotMajor,NotMajor,2017
2459,Northern Illinois,mac,2017
2460,NotMajor,NotMajor,2017
2464,NotMajor,NotMajor,2017
2466,NotMajor,NotMajor,2017
2483,Oregon,pac-12,2017
2502,NotMajor,NotMajor,2017
2506,NotMajor,NotMajor,2017
2509,Purdue,big-ten,2017
2535,NotMajor,NotMajor,2017
2542,NotMajor,NotMajor,2017
2545,NotMajor,NotMajor,2017
2546,NotMajor,NotMajor,2017
2567,SMU,american,2017
2572,Southern Mississippi,cusa,2017
2579,South Carolina,sec,2017
2582,NotMajor,NotMajor,2017
2617,NotMajor,NotMajor,2017
2619,NotMajor,NotMajor,2017
2623,NotMajor,NotMajor,2017
2628,Texas Christian,big-12,2017
2630,NotMajor,NotMajor,2017
2633,Tennessee,sec,2017
2634,NotMajor,NotMajor,2017
2635,NotMajor,NotMajor,2017
2636,UTSA,cusa,2017
2638,UTEP,cusa,2017
2641,Texas Tech,big-12,2017
2649,Toledo,mac,2017
2653,Troy,sun-belt,2017
2655,Tulane,american,2017
2678,NotMajor,NotMajor,2017
2681,NotMajor,NotMajor,2017
2692,NotMajor,NotMajor,2017
2710,NotMajor,NotMajor,2017
2711,Western Michigan,mac,2017
2717,NotMajor,NotMajor,2017
2729,NotMajor,NotMajor,2017
2751,Wyoming,mwc,2017
2754,NotMajor,NotMajor,2017
2755,NotMajor,NotMajor,2017
2916,NotMajor,NotMajor,2017
