HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,Spread_Med,Spread_Mode,Spread_Mode2
97,154,2014,5,-16,-21,-21,-21.5,-8.75,-21,NA,NA,10,acc,-21,-21,NA
152,154,2014,12,-16,-14.5,-16.5,-16.5,-8.75,-16,-1.5,-1.5,29,acc,-16,-16.5,NA
328,154,2014,3,-16,-15.5,-15.5,-16,-16,-15.5,-1.5,NA,12,mwc,-15.75,-16,NA
2433,154,2014,1,-16,-1.5,-1.5,-2.5,-1.5,-2.5,-1.5,-1.5,7,sun-belt,-1.5,-1.5,NA
52,258,2014,11,NA,-21,-21,-20.5,-21,-21,NA,NA,14,acc,-21,-21,NA
59,258,2014,10,-4,-4,-4,-4.5,-4.5,-4.5,-4,-4,25,acc,-4,-4,NA
150,258,2014,8,-3,-3,-3,-3,-3,-3,-3,-3,7,acc,-3,-3,NA
252,258,2014,4,-14.5,-14.5,-15,-16,-15,-15.5,-15,-15,8,independent,-15,-15,NA
259,258,2014,14,2,2.5,2,2,2,1.5,1.5,2,4,acc,2,2,NA
52,2643,2014,2,NA,NA,-58.5,NA,NA,NA,NA,NA,25,acc,-58.5,-58.5,NA
57,96,2014,3,-11,-17.5,-17.5,-18,-10.875,-17.5,-11,-11,6,sec,-17.5,-17.5,NA
97,96,2014,14,-13.5,-13.5,-14,-13.5,-13.5,-14,-14,-14,4,acc,-13.75,-14,NA
99,96,2014,8,-12,-11.5,-11.5,-12,-11.5,-11.5,-11.5,-11.5,38,sec,-11.5,-11.5,NA
142,96,2014,10,-7,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,10,sec,-7.5,-7.5,NA
2633,96,2014,12,-11.5,-11.5,-11,-11,-11,-11,-11,-11,34,sec,-11,-11,NA
57,142,2014,8,-5.5,-6.5,-7,-7,-6,-7,-7,-6.5,-29,sec,-6.75,-7,NA
2579,142,2014,5,-6,-6.5,-7,-7,-6,-6.5,-6.5,-6.5,-1,sec,-6.5,-6.5,NA
2649,142,2014,2,3,3.5,3.5,3,4,3.5,3.5,3.5,-25,mac,3.5,3.5,NA
57,2198,2014,13,NA,NA,-30.5,NA,NA,NA,NA,NA,49,sec,-30.5,-30.5,NA
193,2198,2014,2,NA,NA,-4.5,NA,NA,NA,NA,NA,-7,mac,-4.5,-4.5,NA
57,2199,2014,2,-16.5,-21.3,-40.5,-17.666666666666668,NA,-19.875,-14.5,-14.5,65,sec,-40.5,-40.5,NA
113,2199,2014,8,-15,-15,-15,-14.5,NA,-15,-14.5,-14.5,22,mac,-15,-15,NA
127,2199,2014,4,NA,-21.3,-43.5,-17.666666666666668,NA,-19.875,NA,NA,59,big-ten,-43.5,-43.5,NA
295,2199,2014,3,-16.5,-20.5,-20.5,-20,NA,-20.5,-14.5,-14.5,14,cusa,-20.5,-20.5,NA
2006,2199,2014,6,NA,-25.5,-26,-18.133333333333333,NA,-26,NA,NA,25,mac,-26,-26,NA
2050,2199,2014,13,-18,-18.5,-18.5,-18.5,NA,-18,-14.5,-14.5,15,mac,-18.5,-18.5,NA
2711,2199,2014,12,-16.5,-27,-27.5,-17.666666666666668,NA,-19.875,-14.5,-14.5,44,mac,-27.25,-27.5,NA
58,41,2014,4,-1,-1.5,0,-1,-1.5,-1.5,-1,-1.5,3,american,-1.25,-1.5,NA
151,41,2014,9,2,-7,-28,-6.5,1.75,-6.666666666666667,NA,NA,10,american,-28,-28,NA
235,41,2014,14,1.4,-24,-23.5,-24,1.1,-23,NA,0.9,31,american,-23.75,-24,NA
349,41,2014,11,5,4.5,4.5,5.5,5,4.5,4.5,4.5,14,independent,4.5,4.5,NA
58,120,2014,2,12,11,10.5,11.5,11.5,11.5,10.5,10.5,-7,american,11.25,10.5,NA
84,120,2014,5,-3,-2,-2.5,-2.5,-2.5,-2.5,-2.5,-2,-22,big-ten,-2.5,-2.5,NA
130,120,2014,13,-6,-6.5,-6.5,-6,-6,-6.5,-6,-6.5,-7,big-ten,-6.25,-6.5,NA
183,120,2014,4,-2,-1.5,-1.5,-2,-2,-1.5,-1.5,-1.5,-14,acc,-1.5,-1.5,NA
213,120,2014,10,-3,-3,-3,-3,3.5,-3,-3.5,-3,-1,big-ten,-3,-3,NA
275,120,2014,9,-9.5,-9.5,-9.5,-10,-11.5,-9.5,-9.5,-9.5,45,big-ten,-9.5,-9.5,NA
58,151,2014,7,17,16,16,17,17,17,0.5,0.3333333333333333,-11,american,17,17,NA
202,151,2014,14,19.5,18.5,18.5,19,18.5,19.5,0.7,0.4666666666666667,-17,american,18.75,18.5,NA
218,151,2014,10,10.5,9.5,10,10,7.5,10,10,10,10,american,10,10,NA
259,151,2014,3,-9.5,-9.5,-10,-9,-9.5,-10,-10,-10,-7,acc,-9.75,-10,NA
2132,151,2014,12,1,1,1.5,1,1.5,1.5,1.5,1,8,american,1.25,1,NA
2579,151,2014,2,-15,-14,-15,-14.5,-15,-14.5,0.5,0.3333333333333333,10,sec,-14.75,-15,NA
58,152,2014,3,2.5,2.5,2.5,2.5,1.5,2.5,2.5,-6.633333333333334,-32,american,2.5,2.5,NA
97,152,2014,8,-5.375,-19,-19,-19.5,-19,-19,NA,NA,12,acc,-19,-19,NA
153,152,2014,14,-6.5,-6.5,-6.5,-6.5,-6,-6.5,-6.5,-6.5,-28,acc,-6.5,-6.5,NA
183,152,2014,10,-3,-2.5,-2.5,-2.5,-3.5,-2.5,-2.5,-2.5,-7,acc,-2.5,-2.5,NA
228,152,2014,6,-14.5,-14,-14,-14,-14,-14,-14,-14,41,acc,-14,-14,NA
58,248,2014,10,8,8.5,8.5,8,9.5,8,8.5,8.5,-24,american,8.5,8.5,NA
235,248,2014,7,-7,-7.5,-7.5,-7,-7.5,-7,-7.5,-7.5,-4,american,-7.5,-7.5,NA
252,248,2014,3,NA,-17,-17,-17,-1.6666666666666667,-17,NA,NA,8,independent,-17,-17,NA
2132,248,2014,15,-7,-7,-7.5,-7,-7,-7.5,0.5,-7,7,american,-7,-7,NA
2567,248,2014,14,-2,21,21,21.5,-1.6666666666666667,21,NA,NA,-26,american,21,21,NA
58,2717,2014,1,NA,NA,-27,NA,NA,NA,NA,NA,5,american,-27,-27,NA
333,2717,2014,13,NA,NA,-27,NA,NA,NA,NA,NA,34,sec,-27,NA,-27
59,150,2014,7,-3.5,-4,-4,-4,-4,-4,-3.5,-4,-6,acc,-4,-4,NA
183,150,2014,11,4,4,4,3.5,4.5,4.5,4,4,-17,acc,4,4,NA
221,150,2014,10,-3,-3,-3,-3,-3.5,-3.5,-3,-3,-3,acc,-3,-3,NA
2390,150,2014,5,-4.5,-3.5,-3.5,-4.5,-5,-4,-4,-4,12,acc,-4,-4,NA
2653,150,2014,2,-1.75,18,17.5,18,NA,18,-1.625,-1.75,-17,sun-belt,18,18,NA
59,228,2014,12,3,1.5,2,2.5,2.5,2,2,1.5,22,acc,2,2,NA
61,228,2014,1,-10,-9.5,-9.5,-9.5,-9.5,-9.5,-10,-9.5,24,sec,-9.5,-9.5,NA
103,228,2014,8,4.5,5.5,5.5,4.5,4.5,5.5,5,5.5,-4,acc,5.25,5.5,NA
154,228,2014,11,0.23333333333333328,20.5,21,21,0.23333333333333328,21,0.19999999999999996,0.43333333333333324,-14,acc,21,21,NA
59,2390,2014,6,2,-1.5,-2,-1.5,-1.5,-2.5,-2.5,2.5,11,acc,-1.75,-1.5,NA
259,2390,2014,9,2,2.5,2.5,2,2,2,2,2.5,-24,acc,2,2,NA
59,2747,2014,1,NA,NA,-29,NA,NA,NA,NA,NA,19,acc,-29,-29,NA
61,59,2014,14,-10.5,-10.5,-10.5,-11,-10.5,-10.5,-11,-10.5,-6,sec,-10.5,-10.5,NA
152,59,2014,11,3.5,3,3,3,3.5,3,3,3,-33,acc,3,3,NA
153,59,2014,8,-1.9,-2,-2,-1.5,-1.5,-2.5,-2.5,-2,5,acc,-2,-2,NA
221,59,2014,9,-3.5,-3.5,-3.5,-4,-3.5,-2,-4,-3.5,-28,acc,-3.5,-3.5,NA
259,59,2014,4,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7,-7,-3,acc,-7.5,-7.5,NA
2655,59,2014,2,8.5,7.5,8,8,9,7.5,7.5,NA,-17,american,8,7.5,NA
61,238,2014,6,NA,-19.25,-33.5,-19.75,-17.5,-21.5,NA,NA,27,sec,-33.5,-33.5,NA
96,238,2014,5,NA,-17,-17,-17,-17.5,-21.5,NA,NA,10,sec,-17,-17,NA
142,238,2014,9,NA,-21.5,-21.5,-22.5,-17.5,-21.5,NA,NA,10,sec,-21.5,-21.5,NA
61,2127,2014,13,NA,NA,-43,NA,NA,NA,NA,NA,46,sec,-43,-43,NA
238,2127,2014,7,NA,NA,-20,NA,NA,NA,NA,NA,1,sec,-20,-20,NA
61,2633,2014,5,-18,-18.5,-18.5,-18,-17.5,-18.5,-5.5,-5,3,sec,-18.25,-18.5,NA
145,2633,2014,8,-15.5,-16,-15.5,-16,-16,-16,-5.5,-5,31,sec,-16,-16,NA
238,2633,2014,14,16,15,15,15.5,16.5,15,NA,NA,-7,sec,15.25,15,NA
2579,2633,2014,10,-6,-5,-5.5,-4.5,-6.5,-6,-5.5,-5,-3,sec,-5.5,-6,NA
66,201,2014,10,16.5,15.5,15.5,15.5,16.5,16,8.4,8.033333333333333,-45,big-12,15.75,15.5,NA
202,201,2014,2,10.25,24,24,24,9.166666666666666,10.25,8.5,8.166666666666666,-45,american,24,24,NA
277,201,2014,4,7.5,7.5,9,8,7.5,7.5,8,7.5,-12,big-12,7.5,7.5,NA
2628,201,2014,6,3.5,3,3.5,3.5,3.5,3.5,3.5,3.5,4,big-12,3.5,3.5,NA
2641,201,2014,12,13.5,14,14,14,9.166666666666666,14,14,13.5,-12,big-12,14,14,NA
66,277,2014,14,11,10,10,10,0.8,10.5,10,10,-13,big-12,10,10,NA
120,277,2014,3,-3,-3,-3.5,-3,-3.5,-3,-3,-3,-3,big-ten,-3,-3,NA
197,277,2014,9,2.5,2.5,2.5,3,-1,2.5,2.5,3,-24,big-12,2.5,2.5,NA
251,277,2014,11,3,3,3,3,3.5,3,3,3,17,big-12,3,3,NA
333,277,2014,1,4,22.5,22,23,1.25,3.8,3.7,3.8,10,sec,22.5,22,NA
2641,277,2014,7,6.5,6,5.5,5.5,6,6,6,6,-3,big-12,6,6,NA
66,2306,2014,2,12,11.5,12,12,13,13,12,11.5,-4,big-12,12,12,NA
201,2306,2014,8,-7,-7,-7,-7,-7,-7,-7,-7,-1,big-12,-7,-7,NA
277,2306,2014,13,-2.5,-2.5,-2.5,-2,-2.5,-2.5,-2.5,-3,-6,big-12,-2.5,-2.5,NA
66,2449,2014,1,NA,NA,NA,NA,NA,NA,-6.5,NA,-20,big-12,-6.5,-6.5,NA
66,2641,2014,13,-14.3,0,0,-1,-1.5,0,-1,0,-3,big-12,0,0,NA
197,2641,2014,5,-14.5,-14.5,-14,-14.5,-15,-14.5,-14.5,-14.5,10,big-12,-14.5,-14.5,NA
2306,2641,2014,6,-14,-14,-13.5,-14,-8.25,-13.5,-14,-13.5,32,big-12,-14,-14,NA
2628,2641,2014,9,NA,-24.5,-24.5,-24.5,-6.9,-24.5,NA,NA,55,big-12,-24.5,-24.5,NA
66,2649,2014,7,-3,-3.5,-3.5,-3.5,-3,-3.5,-3.5,-3.5,7,big-12,-3.5,-3.5,NA
2132,2649,2014,3,-9.5,-9.5,-9.5,-7.5,-9.5,-9.5,-9.5,-9.5,24,american,-9.5,-9.5,NA
2199,2649,2014,14,-2.3333333333333335,23,23,23,NA,23,-2.6666666666666665,-2.6666666666666665,-36,mac,23,23,NA
2711,2649,2014,6,5.5,5.5,5,5,-6.25,5,5,5,-1,mac,5,5,NA
70,6,2014,5,3.5,3,3,3,-2,3,3,3,-24,sun-belt,3,3,NA
309,6,2014,10,-7,-7,-7.5,-7,-6.5,-7,-7.5,-7,10,sun-belt,-7,-7,NA
2026,6,2014,6,3.5,3.5,3.5,3.5,NA,4,3.5,3.5,-26,sun-belt,3.5,3.5,NA
2032,6,2014,11,-11.5,-11,-11,-11,NA,-11,-11,-11,35,sun-belt,-11,-11,NA
2309,6,2014,2,3,2,2,1.5,2.5,2.5,2,2,-10,mac,2,2,NA
2579,6,2014,13,-1.7,-25,-24,-23.5,-2,-1.7,-2,-1.9,25,sec,-24,-25,NA
70,166,2014,8,-5.5,-6,-6,-5.5,-5,-6,-5.5,-6,12,sun-belt,-5.75,-6,NA
99,166,2014,5,-5.333333333333333,-10.125,-43,-5.5,-5,-9.75,-5.5,-5.666666666666667,56,sec,-43,-43,NA
2032,166,2014,14,-5.366666666666666,-23.5,-23.5,-5.5,NA,-23,-5.5,-5.733333333333333,33,sun-belt,-23.5,-23.5,NA
2247,166,2014,2,-3,-3,-3,-3,NA,-2.5,-3,-3,-3,sun-belt,-3,-3,NA
2653,166,2014,7,-7.5,-8,-8,-8,NA,-7.5,-8,-8,17,sun-belt,-8,-8,NA
70,2032,2014,10,16.5,15,15.5,16,-17.5,15.5,10,1,-16,sun-belt,15.5,15.5,NA
326,2032,2014,13,6.5,6.5,7,6.5,6.5,6.5,NA,6.5,18,sun-belt,6.5,6.5,NA
2247,2032,2014,7,10.5,10.5,10.5,10.5,NA,10.5,10,10.5,-42,sun-belt,10.5,10.5,NA
2390,2032,2014,3,-14,-14,-14,-14,-15.5,-14,NA,-14,21,acc,-14,-14,NA
2633,2032,2014,2,-16.5,-16,-16.5,-16.5,-8.833333333333334,-16.5,10,1,15,sec,-16.5,-16.5,NA
70,2711,2014,3,-2.5,-3,-3,-2.5,-3,-3,-2.5,-3,-12,sun-belt,-3,-3,NA
189,2711,2014,8,-3,-3,-3,-2.5,-3,-3,-3,-3,-12,mac,-3,-3,NA
193,2711,2014,10,7,6.5,7,6.5,6.5,6.5,6.5,6.5,-31,mac,6.5,6.5,NA
259,2711,2014,5,-1.25,-20.5,-20,-20.5,-1.75,-20.5,-1.25,-1.4166666666666667,18,acc,-20.5,-20.5,NA
2050,2711,2014,7,0,-1,-1.5,-1,-2,0,0,-1,-4,mac,-1,-1,NA
2117,2711,2014,13,0,-1,-1,-1,-2,0,-1.5,-1,-12,mac,-1,-1,NA
2509,2711,2014,1,-9,-7.5,-7,-7.5,-7.5,-9,-7,-7,9,big-ten,-7.5,-7.5,NA
77,130,2014,11,-6.766666666666667,2,2,2,2,1.5,1.5,2,-1,big-ten,2,2,NA
87,130,2014,2,-4,-4,-3.5,-4,-3.5,-4,-4,-4,31,independent,-4,-4,NA
127,130,2014,9,-17,-17,-16.5,-16.5,-17,-16.5,NA,NA,24,big-ten,-16.75,-17,NA
164,130,2014,6,-2.5,-3,-3,-3,-3,-3,-3,-3,2,big-ten,-3,-3,NA
194,130,2014,14,-7.833333333333333,-21,-21.5,-20.5,-21.5,-21.5,NA,NA,14,big-ten,-21.5,-21.5,NA
77,158,2014,8,7,6.5,6.5,6.5,7,7,6.5,7,-21,big-ten,6.75,6.5,NA
275,158,2014,12,-5,-4.5,-5,-5,-6,-5,-5,-5,35,big-ten,-5,-5,NA
2294,158,2014,14,2.2,-1.5,-1,-2.5,1.8,-1.5,-1,-1.5,-3,big-ten,-1.5,-1.5,NA
77,275,2014,6,7.5,7.5,7.5,7.5,8,7.5,7.5,7.5,6,big-ten,7.5,7.5,NA
99,275,2014,1,3.5,3,3.5,3.5,4,3.5,3.5,3,4,sec,3.5,3.5,NA
164,275,2014,10,13,12.5,12.5,12.5,-9.5,12.5,12.5,12.5,-37,big-ten,12.5,12.5,NA
2294,275,2014,13,9,7.5,7.5,9,9.5,9.5,8,8,-2,big-ten,8.5,7.5,NA
2509,275,2014,11,17,16.5,16.5,17,17.5,16.5,7.875,7.75,-18,big-ten,16.75,16.5,NA
77,356,2014,14,-7,-7,-7,-7,-7.5,-7,-7,-7,-14,big-ten,-7,-7,NA
264,356,2014,3,-13.5,-13,-13,-13,-13.5,-13,-13,-13,25,pac-12,-13,-13,NA
275,356,2014,7,-9.6,-27,-27,-9.4,-9.9,-27,-9.4,-9.4,10,big-ten,-27,-27,NA
77,2710,2014,4,NA,NA,-27,NA,NA,-25.5,NA,NA,17,big-ten,-26.25,-27,NA
275,2710,2014,2,NA,NA,-41.5,NA,NA,-25.5,NA,NA,34,big-ten,-41.5,-41.5,NA
84,127,2014,8,17,15.5,16,16.5,17,16,-0.25,13.5,-39,big-ten,16.25,16,NA
213,127,2014,14,13.5,13,13,13.5,14,13,13,13.5,-24,big-ten,13.25,13,NA
2483,127,2014,2,-13.5,-14,-13.5,-14,-13.5,-14,-13.5,13.5,19,pac-12,-13.5,-13.5,NA
2509,127,2014,7,5.666666666666667,21.5,21.5,21,5.833333333333333,21.5,-0.25,13.5,-14,big-ten,21.5,21.5,NA
84,213,2014,11,6.5,6,7,6.5,6.5,6,6,2,-6,big-ten,6.5,6,NA
130,213,2014,7,-2.5,-2.5,-2.5,-2.5,-2,-2,-2.5,-2.5,5,big-ten,-2.5,-2.5,NA
356,213,2014,13,6,5,5.5,5.5,6.5,5.5,5.5,5,2,big-ten,5.5,5.5,NA
2116,213,2014,1,-1,-2,-2.5,-1.5,-2,-2.5,-1.5,1.25,-2,american,-2,-2.5,NA
84,282,2014,1,NA,NA,-18.5,NA,NA,-19,NA,NA,18,big-ten,-18.75,NA,-19
2050,282,2014,3,NA,NA,-18.5,NA,NA,-19,NA,NA,-7,mac,-18.75,-19,NA
84,2509,2014,14,-3,-2.5,-2.5,-2.5,-3,-2.5,-2.5,-3,7,big-ten,-2.5,-2.5,NA
87,2509,2014,3,-8.5,-11.7,-30,-11.25,-12.5,-11.375,-8.166666666666666,-8.333333333333334,16,independent,-30,-30,NA
135,2509,2014,8,-12.5,-12.5,-12,-11.5,-12.5,-12,-12,-12,1,big-ten,-12,-12,NA
158,2509,2014,10,NA,-21,-21,-22,-24.5,-21.5,NA,NA,21,big-ten,-21.5,-21,NA
356,2509,2014,6,-10,-10,-10.5,-9,-10,-9.5,-10,-10,-11,big-ten,-10,-10,NA
87,77,2014,12,-6,-17,-17,-17,-18,-17.5,-4.5,-4.375,-3,independent,-17,-17,NA
135,77,2014,7,-4,-3.5,-4,-4,-3.5,-3.5,-4.5,-4,7,big-ten,-4,-4,NA
213,77,2014,5,-11,-10.5,-10,-10.5,-11,-10.5,-10.5,-10.5,-23,big-ten,-10.5,-10.5,NA
2294,77,2014,10,-3,-3,-3,-3,-4.5,-3,-3,-3,41,big-ten,-3,-3,NA
2509,77,2014,13,-5.6,1,0,-1,0,-1,0,0,-24,big-ten,0,0,NA
87,97,2014,13,-3,-3,-2.5,-3,-3,-2.5,-2.5,-3,-3,independent,-3,-3,NA
183,97,2014,6,2,1.5,1.5,1,2,2,1.5,1.5,-22,acc,1.5,1.5,NA
228,97,2014,7,-9.5,-8.5,-8.5,-9,-9.5,-9,-8.5,-8.5,6,acc,-8.75,-8.5,NA
258,97,2014,3,4,4,4,4.5,4.5,4,4,-4.366666666666667,2,acc,4,4,NA
2229,97,2014,4,-1.625,25.5,25.5,-1.9,-1.5,-1.6,-1.375,-3.3333333333333335,-31,cusa,25.5,25.5,NA
87,153,2014,7,-17,-16.5,-16.5,-16.5,-16.5,-16.5,-6.25,-6.375,7,independent,-16.5,-16.5,NA
150,153,2014,13,-5.5,-5,-5,-5,-5.5,-5,-5,-5,-25,acc,-5,-5,NA
151,153,2014,4,-1,1,0,-1,-1,1.5,1,1,29,american,0.5,-1,NA
228,153,2014,5,-14.5,-14,-14,-14.5,-14.5,-14.5,-14,-14.5,15,acc,-14.5,-14.5,NA
258,153,2014,9,-6.5,-7,-7,-6.5,-7,-7,-7,-7,-1,acc,-7,-7,NA
2390,153,2014,10,-16,-16.5,-16.5,-16.5,-15.5,-16.5,NA,-6.375,27,acc,-16.5,-16.5,NA
87,242,2014,1,2.625,-19,-19.5,-20,-0.5,-19.5,2.375,2.5,31,independent,-19.5,-19.5,NA
276,242,2014,12,2.625,-21,-21,-1.8,NA,-21,2.375,3.8,27,cusa,-21,-21,NA
349,242,2014,7,3,3,2.5,3,-0.5,2.5,2.5,2.5,-20,independent,2.75,2.5,NA
2229,242,2014,10,7,6,6,6,6.5,6,6,6,-14,cusa,6,6,NA
2348,242,2014,14,-7.5,-7.5,-7.5,-7,-7.5,-7,-7.5,-7.5,45,cusa,-7.5,-7.5,NA
2572,242,2014,5,8,8.5,8.5,9,-0.5,8.5,8.5,9,-18,cusa,8.5,8.5,NA
96,195,2014,2,-13.5,-13,-13.5,-13.5,-13.5,-14,-13,-4.833333333333333,17,sec,-13.5,-13.5,NA
276,195,2014,3,-7,-20.5,-20.5,-20.5,NA,-20.5,-6.875,-4.833333333333333,30,cusa,-20.5,-20.5,NA
2117,195,2014,6,-3,-3.5,-3,-3.5,-13.5,-3,-3,-3,18,mac,-3,-3,NA
2309,195,2014,1,-3,-3,-3,-3,-13.5,-3,-3,-3,-3,mac,-3,-3,NA
2711,195,2014,9,-8.5,-7.5,-8,-9,-13.5,-8,-8.5,-8.5,21,mac,-8.5,-8.5,NA
96,2433,2014,7,-5.375,-19,-19.5,-5.5,-19.5,-19.5,-5.5,-5.5,34,sec,-19.5,-19.5,NA
99,2433,2014,3,-5.375,-8.2,-30.5,-5.5,-19.5,-8.3,-5.5,-5.5,31,sec,-30.5,-30.5,NA
166,2433,2014,13,7,6.5,6.5,6.5,NA,6.5,6.5,6.5,-13,sun-belt,6.5,6.5,NA
245,2433,2014,10,NA,-8.2,-32,-5.5,-34.5,-8.3,NA,NA,5,sec,-33.25,-34.5,NA
290,2433,2014,14,-14,-14,-14,-14,NA,-14,-14,-14,6,sun-belt,-14,-14,NA
2026,2433,2014,11,-4,-4,-4,-4,-4.5,-4,-4,-4,2,sun-belt,-4,-4,NA
2032,2433,2014,6,-10.5,-10.5,-10.5,-10.5,NA,-10.5,-10.5,-10.5,14,sun-belt,-10.5,-10.5,NA
96,2630,2014,1,NA,NA,-21.5,NA,NA,NA,NA,NA,45,sec,-21.5,-21.5,NA
344,2630,2014,11,NA,NA,-45,NA,NA,NA,NA,NA,29,sec,-45,-45,NA
97,52,2014,10,3.5,3.5,3.5,3.5,3.5,4,3.5,3.5,-11,acc,3.5,3.5,NA
152,52,2014,5,17,16.5,16.5,17,17,16,3.5,3.5,-15,acc,16.75,17,NA
183,52,2014,7,10.25,23,23.5,11.366666666666667,11.633333333333333,11.066666666666666,3.5,3.5,-18,acc,23.25,23,NA
197,52,2014,1,10.25,18,18,19.5,20.5,18.5,3.5,3.5,-6,big-12,18.5,18,NA
97,93,2014,2,NA,NA,-37.5,NA,NA,-13,NA,NA,45,acc,-37.5,-37.5,NA
2711,93,2014,4,NA,NA,-13,NA,NA,-13,NA,NA,31,mac,-13,-13,NA
98,189,2014,1,7,7,7,7,7,7,7,7,28,cusa,7,7,NA
113,189,2014,5,5.5,6,6,5.5,-1.4,5.5,6,5.5,-5,mac,5.5,5.5,NA
195,189,2014,7,2.4333333333333336,1,1,0,NA,1,1,0,-18,mac,1,1,NA
275,189,2014,4,1.6666666666666667,-25.5,-26,1.375,0,-26,1.75,1.375,51,big-ten,-26,-26,NA
2649,189,2014,13,-7.5,-7,-7.5,-7,-7,-7,-7,-7,7,mac,-7,-7,NA
98,295,2014,9,-13,-12,-12.5,-13,-11,-12.5,-13,-13,15,cusa,-12.75,-13,NA
152,295,2014,2,-16.5,-15.5,-16.5,-16,-7.125,-15.5,-7.625,-7.5,12,acc,-16,-16.5,NA
238,295,2014,10,-7,-7,-7,-7,-7.5,-7,-7,-7,14,sec,-7,-7,NA
242,295,2014,4,-6.5,-7,-7,-6.5,-6.5,-6.5,-7,-7,-3,cusa,-6.75,-7,NA
2226,295,2014,14,-3.5,-3,-3.5,-3,-3.5,-3.5,-3.5,-3,-3,cusa,-3.5,-3.5,NA
98,2636,2014,13,-10,-10.5,-10,-10.5,-10,-10.5,-10,-10,38,cusa,-10,-10,NA
197,2636,2014,3,-13,-12,-12,-12.5,-9.5,-12.5,-12,-12,30,big-12,-12,-12,NA
242,2636,2014,11,-9,-7.5,-8,-9,-9,-8,-8,-7.5,10,cusa,-8,-9,NA
248,2636,2014,1,-9.5,-7.5,-8,-9,-9.5,-8.5,-8,-8.5,-20,american,-8.5,-9.5,NA
2226,2636,2014,5,5,4,3.5,4.5,-9.5,4.5,5,4,4,cusa,4.5,4,NA
2348,2636,2014,8,-11.5,-11,-11,-11,-9.5,-11,-11,-11,7,cusa,-11,-11,NA
98,2638,2014,11,-8.5,-9,-9,-9,-9,-9.5,-9,-9.5,8,cusa,-9,-9,NA
167,2638,2014,1,-9,-9.5,-9.5,-9,-9.166666666666666,-10,-10,-10,-7,mwc,-9.5,-10,NA
242,2638,2014,13,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-11.166666666666666,18,cusa,-7.5,-7.5,NA
2306,2638,2014,5,-10.3,-10.3,-27.5,-10.3,-9.166666666666666,-10.7,-10.5,-11.166666666666666,30,big-12,-27.5,-27.5,NA
2348,2638,2014,6,-12.5,-12,-12,-12,-9.166666666666666,-12.5,-12,-10.833333333333332,52,cusa,-12,-12,NA
2636,2638,2014,9,-14,-13.5,-14,-14,-11,-14,-14,-14,-34,cusa,-14,-14,NA
99,2534,2014,2,NA,NA,-33,NA,NA,NA,NA,NA,56,sec,-33,-33,NA
103,183,2014,14,-11,-10.5,-11,-10.5,-11,-11,-11,-10.5,21,acc,-11,-11,NA
154,183,2014,8,6,6,6,6,6,6,6,5.5,-23,acc,6,6,NA
