HomeID,VisID,SpreadMed
142,96,-7.5
2749,174,
114,2909,
2699,2974,
59,150,-6.5
2977,2394,
336,340,
152,103,-14.0
172,163,
322,46,
2329,2230,
583,2257,
128,2273,
284,2038,
2108,2828,
2886,2838,
2782,3110,
2119,2657,
246,2700,
2448,50,
2666,2842,
2702,274,
3162,2316,
2222,131,
2142,107,
110242,2695,
2725,2015,
341,2827,
2667,118,
374,175,
247,471,
2258,2079,
2551,2736,
286,2047,
2022,2441,
2790,2524,
2261,2569,
2553,80,
455,2128,
2102,2849,
2871,2896,
2089,2487,
2248,323,
2688,2516,
297,2213,
121,33,
2757,2398,
143,2963,
402,2972,
2304,395,
273,509,
2651,2003,
2368,301,
2846,2818,
101,2399,
2812,126,
421,3214,
2168,56,
219,225,
354,2800,
417,293,
2405,338,
2980,89,
2748,352,
15,481,
2369,2839,
2166,294,
2559,2315,
2274,2018,
2779,237,
2707,2882,
7,112,
388,2969,
2175,2422,
2392,308,
398,2354,
365,2781,
2951,2467,
2951,2467,
216,2234,
548,2373,
317,427,
2747,2382,
2220,2940,
2419,2233,
2310,2323,
2207,2676,
332,2302,
86,2074,
2362,2189,
359,426,
2678,231,
2262,190,
159,108,
2560,2698,
2733,191,
2107,2913,
424,188,
348,2731,
49,2685,
2546,2046,
262,255,
2450,2415,
133,2968,
386,2639,
266,2919,
2044,409,
3,2121,
330,2804,
2587,3066,
490,2013,
2674,2086,
2045,2588,
263,67,
2506,324,
2703,2025,
2146,2123,
2594,132,
2738,2745,
2359,2155,
2643,2193,
2832,2286,
2424,11,
75,2042,
2364,2894,
60,2232,
2442,2970,
2295,446,
268,65,
155,2692,
2118,2122,
162,124,
2741,2283,
2542,47,
2181,2097,
2772,134,
2152,2101,
2564,6845,
2141,63,
2824,2627,
2817,568,
2586,2402,
306,72,
559,425,
559,425,
2805,2396,
2687,137,
433,375,
2043,2851,
74,2106,
2938,2256,
2686,2614,
389,2844,
83,2171,
2740,2743,
2740,2743,
2740,2743,
2802,2900,
2822,351,
2151,6353,
2105,2336,
2001,3101,
2519,418,
2623,79,
2016,2582,
2438,2815,
2876,2816,
2630,2198,
3071,32,
2403,196,
2583,2060,
391,2746,
2287,2571,
2834,2371,
2264,2927,
613,2237,
2205,611,
2214,2231,
2744,272,
2744,272,
2744,272,
2568,199,
2033,2823,
233,2710,
2271,319,
55,2197,
2714,2570,
129,437,
2755,2029,
2170,2453,
2296,2504,
2729,311,
254,264,10.5
84,120,-3.5
138,90,
87,2390,-2.5
251,239,4.0
344,2535,-21.5
2335,2241,
61,57,-7.0
2226,98,21.0
256,227,
2717,236,
2545,2110,
194,77,-26.0
48,119,
2199,193,-7.0
218,2132,-8.5
2628,2641,-9.5
2723,271,
2723,271,
2723,271,
154,349,-7.0
331,149,
366,291,
93,2634,
2486,2508,
2065,2169,
2655,2567,1.5
2754,282,
2444,2331,
3112,2532,
17,2318,
2028,2191,
2333,2930,
205,2721,
2011,2010,
2094,411,
203,415,
304,253,
2483,9,-9.25
2758,241,
6,2247,-5.25
2843,379,
2837,2704,
2502,2458,
2292,2911,
2339,2075,
2069,316,
2916,2617,
2636,249,-4.5
2348,242,-29.5
2242,146,
2377,2000,
125,2224,
2572,276,-17.0
53,2673,
2751,68,14.5
2644,2845,
2229,2393,17.5
2320,2277,
2032,2433,-21.0
275,158,-8.75
2347,2194,
2460,2449,
2534,2640,
110254,2601,
201,2305,-40.0
2654,2825,
2466,2447,
145,2,4.25
2579,2633,14.5
245,166,-42.5
2395,110243,
52,228,4.5
2638,295,5.0
235,202,-6.0
2658,2201,
2278,2829,
2049,2120,
16,13,
2923,29,
2475,2850,
23,2439,3.0
204,265,14.0
12,24,4.0
62,167,-2.5
2050,2711,17.5
2459,189,-17.0
2006,2649,10.0
2006,2649,10.0
195,2084,-18.0
195,2084,-18.0
2447,2320,
2249,2699,
66,201,21.0
66,201,21.0
2247,2032,4.0
2247,2032,4.0
38,26,-13.5
193,2117,-1.0
41,218,10.5
68,23,-31.5
2426,87,-7.5
2967,18,
2532,2846,
2532,2846,
2134,367,
2909,402,
163,219,
2681,2184,
81,2528,
2273,2222,
2115,2529,
223,210,
587,2666,
2776,2702,
2776,2702,
2,238,-23.0
164,84,13.0
481,2951,
311,222,
349,2005,0.0
109418,3214,
103,97,25.0
356,127,9.75
2583,2830,
2974,2986,
77,275,6.0
274,2884,
2557,452,
3110,2781,
2280,2467,
374,173,
2477,131,
184,2749,
2441,2060,
2234,118,
2803,2523,
2127,2241,
2641,251,3.0
344,245,10.0
2017,2128,
237,2383,
2487,284,
145,290,-28.0
2828,297,
246,323,
2224,2886,
2842,455,
2390,221,-4.5
153,59,-12.5
2329,2083,
225,43,
340,121,
2977,7,
509,2295,
2614,2845,
2221,388,
2827,2871,
2651,2800,
2213,2108,
2230,2142,
294,2181,
2018,2980,
2644,2646,
2399,433,
2911,2876,
2746,352,
2079,2688,
2676,330,
2003,354,
2075,2207,
2119,2586,
80,2102,
2822,2105,
391,83,
2896,2442,
2707,2148,
2175,2248,
126,2741,
2198,93,
308,2682,
291,2256,
2779,174,
2771,2089,
390,365,
2601,2654,
2168,2674,
286,548,
399,48,
2086,2413,
2731,336,
143,418,
282,2460,
437,2838,
2686,2242,
109,40,
348,2394,
2972,110,
2913,2331,
3066,2043,
2304,2940,
2970,3112,
2038,2022,
338,2805,
421,3162,
101,583,
379,114,
15,417,
128,2392,
2858,2205,
471,398,
375,2257,
2700,216,
2804,2339,
2415,2065,
2171,89,
2516,2258,
2748,2274,
2790,2812,
2894,389,
2448,2569,
2015,2969,
108,171,
247,2725,
2818,341,
3111,2691,
2291,2385,
175,2085,
2808,2354,
2422,2667,
332,426,
112,33,
2849,2963,
395,2551,
46,107,
2188,209,
2315,2129,
427,2733,
2107,2839,
2373,2938,
2560,2401,
231,2747,
2362,2262,
191,188,
351,2369,
190,2419,
2023,2233,
2310,490,
172,159,
2062,146,
317,424,
2189,2074,
2302,359,
568,2594,
479,293,
2155,2891,
2844,2364,
2810,2194,
2710,2287,
2123,2069,
2692,2464,
253,147,
2619,2729,
6353,2044,
132,2817,
2919,2832,
2519,2121,
2283,2151,
2851,2587,
324,2405,
2323,60,
2237,2424,
32,75,
2106,3071,
137,2214,
2743,2744,
2743,2744,
2743,2744,
2546,55,
2504,2016,
2316,556,
124,2802,
263,49,
2717,2678,
119,2210,
2968,2900,
2232,2013,
2639,2045,
2197,2630,
65,262,
200,2271,
2643,2535,
2220,2736,
2169,2428,
409,2524,
2071,2559,
425,2772,
63,6845,
272,2738,
272,2738,
272,2738,
56,2368,
446,273,
2600,162,
2825,2816,
255,268,
2964,2564,
2964,2564,
2402,2292,
2146,2001,
2056,2371,
72,74,
2506,2335,
2698,53,
2042,396,
2685,67,
133,2152,
2588,386,
134,559,
2458,155,
2815,2403,
2553,2398,
2393,2636,-19.5
2453,110242,
319,2888,
2011,2296,
215,611,
2745,2723,
2823,2264,
2231,138,
2191,2568,
2122,2687,
2010,2755,
271,2740,
271,2740,
271,2740,
2695,2673,
79,233,
196,2118,
2757,3,
241,2347,
2396,2657,
11,613,
199,2028,
2571,2623,
2201,2824,
154,258,-2.0
90,2438,
129,125,
2927,2033,
2382,2193,
2026,326,-31.0
24,204,-16.5
257,256,
228,183,-27.5
2449,2754,
2029,2400,
130,120,-30.5
2132,252,7.75
2572,2429,-17.0
135,2509,-18.25
150,259,12.75
2306,197,-1.75
2721,2930,
36,278,-17.0
8,57,3.5
2617,2110,
2916,2545,
239,2628,-7.0
2653,113,-23.0
242,2226,-3.5
2567,235,3.0
2486,2333,
2318,2923,
2579,142,-4.5
2570,3101,
2633,2635,-41.0
2850,29,
2097,2166,
2120,2829,
2120,2829,
265,12,-16.0
17,411,
2508,203,
2046,2634,
2116,2655,-16.5
309,70,-4.5
2433,6,9.5
2336,2444,
415,205,
2542,2450,
2582,2640,
249,2348,19.5
98,2229,-34.5
2047,366,
2534,2377,
149,304,
2000,2466,
152,52,7.0
277,2305,-32.0
302,2502,
30,2483,-16.5
295,276,-8.75
2704,2025,
21,62,-20.0
2834,2758,
213,2294,-6.5
96,61,2.5
110243,2837,
202,151,-10.0
2638,2277,-26.0
2627,2395,
2658,2703,
194,158,-17.5
99,333,7.0
2278,2714,
2049,2848,
13,331,
2094,2475,
2751,328,-4.0
167,2440,-15.0
25,264,19.0
2050,2199,-1.5
2309,2711,21.0
2006,189,-10.5
2459,2649,7.0
2128,2842,
2986,2249,
150,153,11.0
290,309,-6.5
9,254,4.0
2909,2843,
2909,2843,
2909,2843,
2442,2827,
52,103,-21.0
219,108,
159,225,
2884,109,
174,184,
611,2559,
2441,2583,
2273,437,
2858,2315,
2749,2779,
323,2422,
2116,2132,-10.5
2477,308,
2426,202,-3.0
84,213,6.5
2305,66,10.5
121,348,
7,2731,
2682,2886,
2633,96,-14.0
131,125,
2134,223,
251,277,1.0
2089,2038,
338,2506,
336,2977,
2699,2707,
2699,2707,
2699,2707,
2967,402,
2385,209,
274,2776,
2528,237,
118,2700,
367,210,
2598,2115,
417,2951,
333,344,-29.5
2523,2681,
119,2729,
398,247,
481,2280,
201,239,-18.0
151,2567,-7.0
57,2579,-12.5
2509,77,13.5
2782,175,
2754,79,
160,399,
18,110,
2017,2316,
2022,2830,
2060,284,
2205,2129,
2184,2529,
479,15,
127,164,-17.0
2972,114,
183,152,7.5
2394,112,
33,340,
43,163,
455,587,
421,2399,
67,2964,
2193,2161,
2413,2097,
2467,293,
2047,2938,
2369,2913,
2368,2168,
2222,129,
2291,2071,
2781,2085,
3110,3162,
2062,2614,
3111,3178,
2248,2234,
2894,2844,
352,2171,
2666,2974,
126,2790,
548,291,
2213,2258,
110242,2698,
2702,2557,
2524,6353,
2084,193,10.0
2969,2221,
2364,389,
2287,2623,
2657,330,
171,172,
2274,391,
2771,2487,
354,2651,
2392,2224,
2980,2748,
2851,3066,
2256,2373,
2871,2818,
388,2015,
2725,2808,
2354,471,
2336,2822,
2108,2079,
65,2155,
2667,2175,
80,143,
2018,2746,
222,256,
2688,2828,
2261,2542,
215,2188,
365,374,
173,390,
2812,409,
2151,2741,
216,246,
2242,2849,
2142,322,
366,286,
297,2516,
2846,2970,
341,2532,
40,452,
2800,2003,
89,83,
2210,227,
2733,332,
424,191,
2023,2362,
359,317,
2838,128,
2233,2262,
2839,2105,
146,2644,
2845,2686,
426,2302,
2121,2757,
86,2189,
2074,190,
2678,2643,
188,427,
2564,2141,
2400,2016,
6845,263,
2371,2347,
324,2803,
2383,81,
2587,2043,
2685,63,
2569,2450,
74,306,
2692,13,
2825,2402,
3071,72,
2424,2001,
2891,268,
2194,2834,
75,2106,
2816,2654,
2428,47,
2271,2888,
2395,2201,
418,2553,
2703,2704,
2703,2704,
2703,2704,
2810,241,
2331,2107,
2169,2448,
2619,311,
132,2772,
2429,242,-11.5
2710,2460,
568,559,
2118,2815,
2674,294,
2101,2968,
155,2464,
2824,2658,
2876,2586,
2963,2102,
2286,266,
2882,2148,
396,32,
2181,2086,
2738,271,
2738,271,
2738,271,
53,2170,
2458,149,
2044,2283,
93,55,
2504,2582,
2594,134,
319,200,
162,2802,
2069,2146,
236,2747,
2817,425,
2152,2600,
255,2919,
2247,2433,-12.5
2758,2056,
386,2045,
258,2390,10.0
2398,2519,
490,3179,
2639,2588,
2832,2359,
2736,2075,
2740,272,
2740,272,
2740,272,
2900,133,
138,137,
3101,2237,
107,2230,
2191,199,
2695,556,
2438,2231,
2296,2010,
2401,2453,
2723,2743,
2723,2743,
2723,2743,
613,2714,
2264,2033,
2032,166,-18.5
2744,2745,
11,2049,
2120,2278,
252,253,-32.0
2292,2601,
2630,2546,
2687,2214,
2277,2617,
2640,2029,
3112,2896,
2755,2011,
2571,233,
2348,2636,-22.5
2110,2447,
87,349,-14.0
98,249,-28.5
2653,2026,-2.0
147,302,
2444,351,
120,194,27.5
228,221,-21.5
275,356,-24.5
142,238,-3.5
259,59,-14.0
197,2641,-10.5
295,2572,-1.0
2439,2751,7.5
2335,2127,
248,2655,-26.25
61,2,9.5
2535,2382,
257,48,
46,2083,
2449,282,
2333,2721,
301,56,
411,2475,
231,2717,
2923,17,
50,2415,
205,2508,
2483,24,3.0
2570,2123,
29,2094,
326,70,9.5
203,2486,
2634,2635,
2829,2848,
2122,196,
2850,2318,
2028,2568,
2403,90,
2046,2198,
2837,2627,
2226,2638,-4.5
2927,2823,
331,304,
2320,2916,
235,58,3.5
97,154,-34.5
2930,415,
2673,2560,
2466,2534,
62,68,22.0
276,2393,7.5
8,99,7.0
2310,2232,
2025,110243,
245,145,-7.5
158,135,-7.0
264,30,-9.0
2545,2000,
2294,130,24.0
26,204,-11.5
16,2502,
12,38,17.5
328,167,1.5
2005,36,-7.0
265,25,-17.5
2440,21,21.5
2117,195,-1.5
189,2309,2.5
2649,2050,-20.5
2199,2459,1.0
2447,2545,
324,2335,
248,97,17.5
2916,2277,
2653,2032,-10.0
2132,235,7.0
68,2439,-30.0
2502,331,
2127,338,
2083,2230,
227,119,
2089,2736,
53,2822,
2115,2184,
294,2368,
2302,354,
174,426,
2628,197,-6.0
3162,18,
242,2638,-2.0
2646,2746,
245,2636,-25.5
2986,2291,
61,309,-21.25
356,2294,8.0
2846,471,
2974,2038,
349,2415,-43.5
2681,2598,
172,219,
2729,257,
158,120,-13.25
127,194,20.0
2529,2803,
2222,2395,
2509,275,27.5
118,2516,
2702,2280,
239,2306,-2.5
2097,301,
59,258,-10.5
225,171,
322,2329,
108,43,
152,2390,2.5
2600,272,
2745,6353,
2673,2882,
47,2169,
2810,203,
2166,2413,
56,2181,
311,160,
396,2938,
2444,2657,
3071,86,
399,2619,
271,143,
2371,29,
103,41,-8.0
2894,2049,
99,57,-14.0
2261,2450,
2141,2919,
2142,46,
2900,583,
163,159,
2569,2542,
2747,2678,
256,2210,
2241,2405,
2428,2448,
2429,2393,5.0
50,2065,
2264,2118,
2214,134,
2586,2146,
2198,2197,
252,113,-27.5
149,147,
2546,2634,
254,2483,-11.5
55,2630,
2247,290,3.0
2026,2433,-26.5
2635,93,
2016,2296,
2623,2754,
233,2449,
79,2710,
221,150,-8.0
2640,2755,
2382,231,
2837,11,
135,77,1.0
2029,2504,
2193,2535,
2534,2110,
130,84,-24.25
153,2643,-23.5
2305,251,23.5
2655,218,15.0
2751,21,9.75
2711,2084,-35.0
183,52,23.0
48,222,
2633,142,-17.5
38,265,-6.0
87,259,-1.0
66,2641,3.5
2617,2466,
2464,253,
151,2426,7.75
2440,328,7.0
2579,2717,-30.5
302,16,
96,2046,-46.5
304,2692,
2460,2571,
2582,2400,
166,326,-9.75
249,2572,6.0
25,24,10.0
2226,295,8.5
333,236,-49.0
278,62,3.0
6,2506,-28.0
2567,58,12.5
2377,2320,
154,228,23.5
344,8,-1.0
2229,276,2.5
2,2010,-54.0
264,9,-26.5
164,213,24.5
238,145,9.5
277,201,3.5
2116,202,-1.25
13,2458,
36,167,-7.0
204,12,-3.0
23,2005,11.0
26,30,13.0
193,2050,-7.5
2199,2117,0.0
195,2006,-11.0
2011,2396,
245,99,6.5
235,248,5.0
2309,2459,7.0
153,152,-9.5
142,8,8.0
189,2084,-11.0
2294,158,-3.0
2005,68,7.25
251,2628,-3.0
265,264,6.25
2572,2348,15.0
2711,2649,-7.25
2641,239,-4.0
202,2132,-22.0
12,9,1.5
61,59,-4.5
120,164,-15.5
2222,2146,
259,258,-19.5
309,2032,6.0
2306,2305,-24.0
58,2116,-12.5
118,426,
97,96,-28.25
2089,2974,
2702,365,
2302,2846,
2822,2657,
84,2509,-21.5
194,130,-3.5
77,356,-16.5
221,183,-26.0
271,2600,
3071,396,
2542,2415,
2453,2882,
2894,2264,
2371,203,
125,2837,
2745,2746,
2858,2291,
2141,2900,
2569,2065,
324,2261,
222,2598,-18.0
160,2329,2.5
236,2692,-16.5
257,2448,-11.5
2747,2127,-1.0
138,2214,
2110,2287,2.0
154,103,-3.0
2567,2426,7.0
333,2,-20.5
66,277,7.25
295,2229,-14.0
30,87,-17.5
2390,150,-16.0
213,127,-11.0
275,135,-14.0
70,6,-6.75
278,23,3.5
145,344,-10.0
41,2655,1.5
2439,2440,-9.5
204,2483,2.5
326,2653,28.5
2638,249,4.0
166,2026,20.0
2754,2535,-13.0
2582,2755,
2393,2226,-16.5
25,26,3.0
276,98,28.0
2636,2429,-11.5
13,301,-12.5
228,2579,-27.0
238,2633,7.0
38,254,-10.5
218,151,-23.0
24,242,-34.0
52,57,-8.5
21,36,-11.5
167,2751,3.0
252,328,-17.0
62,113,-9.0
195,2711,-16.5
264,38,-8.5
2426,218,-2.0
98,2348,-12.0
290,2653,7.0
2628,2306,-4.0
365,426,
201,197,-12.0
2858,2974,
2745,2302,
2453,2822,
125,2222,
2371,396,
2900,271,
6,166,-11.5
55,2754,-5.5
256,160,-14.0
138,2264,
2571,222,-12.0
2433,309,5.25
2534,236,-9.0
277,239,-17.25
2449,301,-25.5
2016,2755,
331,2110,-14.0
57,333,-23.5
70,2247,-4.0
155,257,-3.0
2643,2747,-2.5
2201,2231,
326,2032,25.5
2751,21,7.0
213,275,-3.0
259,228,-11.0
256,2534,-7.5
2449,2571,-14.0
2974,2453,
271,2302,
2754,2747,-5.5
349,2426,-4.5
138,2222,
331,257,-14.5
2371,426,
2449,256,
271,2371,
2755,2428,
2636,167,
21,248,5.0
138,2453,
2649,2026,1.0
2116,2032,-4.0
331,2754,
309,2572,
202,2117,-13.5
98,235,
2751,252,
36,70,
295,2199,-6.0
2426,2348,7.0
2653,195,
2393,62,
344,193,-14.5
103,120,1.0
238,152,
249,349,10.5
154,218,
265,135,
239,68,
77,221,
2390,277,-3.0
254,84,
2306,245,
2579,58,10.5
259,8,-7.0
38,197,
2628,61,
153,24,
2633,158,-9.5
2005,6,-14.0
52,130,
97,99,3.0
96,59,
333,264,-12.5
228,194,
2294,57,
275,2711,-7.5
213,30,7.0
201,2,
333,228,
