Season,Start,Week,Away,Home,APts,HPts,AFD,AFum,AFumL,APA,API,ARA,ARY,HFD,HFum,HFumL,HPA,HPI,HRA,HRY
2015,2015-09-03 22:00:00,0,FIU,UCF,15,14,17,1,1,38,0,31,131,18,2,0,34,0,29,46
2015,2015-09-03 22:00:00,0,UNC,SC,13,17,20,0,0,31,3,32,208,22,2,0,27,0,47,254
2015,2015-09-03 23:00:00,0,ELON,WAKE,3,41,6,0,0,28,0,19,51,29,0,0,40,0,42,203
2015,2015-09-03 23:00:00,0,OKST,CMU,24,13,19,1,0,32,0,35,153,18,1,0,42,1,28,78
2015,2015-09-03 23:00:00,0,VMI,BALL,36,48,22,3,2,49,0,29,103,33,0,0,53,1,42,229
2015,2015-09-03 23:30:00,0,ALCN,GT,6,69,13,4,2,28,1,39,166,26,2,1,5,0,52,476
2015,2015-09-03 23:30:00,0,NOVA,CONN,15,20,18,2,1,33,1,36,114,19,0,0,20,1,39,105
2015,2015-09-04 00:00:00,0,WKU,VAN,14,12,11,2,0,30,0,23,37,20,2,1,34,2,42,176
2015,2015-09-04 00:30:00,0,MICH,UTAH,17,24,20,0,0,43,3,29,76,20,1,0,33,1,37,129
2015,2015-09-04 01:00:00,0,OHIO,IDHO,45,28,23,1,1,25,0,38,205,25,1,1,48,2,28,100
2015,2015-09-04 01:00:00,0,TCU,MINN,23,17,25,1,1,42,1,44,203,18,3,2,35,0,39,144
2015,2015-09-04 01:00:00,0,SUU,USU,9,12,9,0,0,34,0,30,52,15,0,0,33,1,35,140
2015,2015-09-04 01:30:00,0,DUKE,TULN,37,7,29,2,2,44,0,49,206,14,0,0,42,1,23,25
2015,2015-09-04 02:00:00,0,ACU,FRES,13,34,15,0,0,45,2,29,34,26,1,1,45,2,39,225
2015,2015-09-04 02:00:00,0,UNH,SJSU,13,43,10,0,0,25,0,26,126,34,1,0,35,0,53,285
2015,2015-09-04 02:00:00,0,UTSA,ARIZ,32,42,29,2,1,45,1,50,193,25,1,1,36,0,38,163
2015,2015-09-04 02:00:00,0,UCD,NEV,17,31,22,0,0,47,0,27,89,22,0,0,23,0,39,232
2015,2015-09-04 05:00:00,0,COLO,HAW,20,28,23,2,2,40,1,53,215,14,2,0,38,2,34,100
2015,2015-09-04 19:30:00,0,CHAR,GAST,23,20,24,2,2,32,2,54,164,16,2,2,43,1,26,93
2015,2015-09-04 23:00:00,0,FOR,ARMY,37,35,17,2,1,23,0,37,123,22,2,1,16,1,42,256
2015,2015-09-04 23:00:00,0,MSU,WMU,37,24,26,1,1,31,0,40,196,22,0,0,50,2,23,18
2015,2015-09-04 23:00:00,0,BAY,SMU,56,21,27,1,0,32,1,37,300,22,1,0,24,2,54,203
2015,2015-09-04 23:00:00,0,URI,SYR,0,47,2,4,3,20,1,20,4,23,0,0,20,1,58,312
2015,2015-09-05 00:00:00,0,WEB,ORST,7,26,9,1,0,36,1,18,58,22,1,0,22,1,56,281
2015,2015-09-05 02:26:00,0,WASH,BSU,13,16,12,1,0,35,1,22,29,21,2,1,27,1,53,185
2015,2015-09-05 16:00:00,0,COLG,NAVY,10,48,20,3,2,27,0,48,198,19,2,1,6,0,47,371
2015,2015-09-05 16:00:00,0,ULM,UGA,14,51,12,4,0,29,1,26,45,19,1,0,14,0,38,243
2015,2015-09-05 16:00:00,0,SDSU,KU,41,38,25,0,0,33,0,39,170,29,2,1,40,1,51,285
2015,2015-09-05 16:00:00,0,UTM,MISS,3,76,13,2,0,29,0,39,116,28,0,0,28,1,36,338
2015,2015-09-05 16:00:00,0,ILST,IOWA,14,31,14,1,0,27,0,28,35,22,1,1,25,0,44,210
2015,2015-09-05 16:00:00,0,RICH,MD,21,50,12,1,0,30,0,27,56,24,0,0,22,1,45,341
2015,2015-09-05 16:00:00,0,STAN,NW,6,16,17,2,1,35,1,27,85,17,1,0,25,0,54,225
2015,2015-09-05 16:00:00,0,NSU,RUTG,13,63,10,1,0,29,1,23,-3,26,1,1,15,0,47,291
2015,2015-09-05 16:30:00,0,WOF,CLEM,10,49,9,1,0,18,0,45,123,27,3,2,37,0,43,222
2015,2015-09-05 17:00:00,0,YSU,PITT,37,45,16,1,0,40,0,30,129,16,1,1,18,2,43,325
2015,2015-09-05 17:00:00,0,MAINE,BC,3,24,8,1,0,29,1,20,7,21,0,0,25,0,49,204
2015,2015-09-05 18:00:00,0,PRST,WSU,24,17,19,0,0,12,0,48,233,21,4,1,45,1,30,104
2015,2015-09-05 18:00:00,0,KENT,ILL,3,52,15,1,1,40,3,39,59,19,0,0,29,1,36,134
2015,2015-09-05 19:30:00,0,SHSU,TTU,45,59,34,3,2,52,2,46,317,29,1,0,57,1,31,174
2015,2015-09-05 19:30:00,0,HOW,APP,0,49,8,1,0,22,1,30,36,33,1,1,28,0,56,376
2015,2015-09-05 19:30:00,0,ALBY,BUFF,14,51,13,3,1,25,2,35,141,24,1,0,29,0,43,212
2015,2015-09-05 19:30:00,0,ODU,EMU,38,34,25,0,0,32,0,41,229,27,1,1,36,2,47,252
2015,2015-09-05 19:30:00,0,FAU,TLSA,44,47,30,1,0,35,0,61,300,31,3,2,35,2,51,194
2015,2015-09-05 19:30:00,0,MORG,AFA,7,63,12,1,1,25,1,34,53,29,1,0,7,0,63,394
2015,2015-09-05 19:30:00,0,BYU,NEB,33,28,21,0,0,46,1,26,132,25,1,1,41,1,37,126
2015,2015-09-05 19:30:00,0,UTEP,ARK,13,48,13,3,2,19,1,34,58,18,0,0,20,0,34,182
2015,2015-09-05 19:30:00,0,UVA,UCLA,16,34,19,0,0,35,1,34,98,25,1,0,37,0,34,152
2015,2015-09-05 19:30:00,0,PRE,M-OH,7,26,17,1,1,27,1,41,155,18,2,2,23,0,40,205
2015,2015-09-05 19:30:00,0,PSU,TEM,10,27,9,1,0,25,1,27,77,15,1,1,21,0,43,149
2015,2015-09-05 20:00:00,0,SIU,IND,47,48,26,3,2,32,0,46,248,23,0,0,32,0,42,246
2015,2015-09-05 20:00:00,0,BGSU,TENN,30,59,24,1,1,51,0,34,124,29,0,0,23,0,64,399
2015,2015-09-05 20:00:00,0,SAV,CSU,13,65,11,5,1,23,1,49,83,33,5,4,36,1,33,217
2015,2015-09-05 20:00:00,0,UND,WYO,24,13,23,0,0,23,0,54,276,14,1,0,39,0,19,41
2015,2015-09-05 20:00:00,0,SEMO,MIZ,3,34,10,2,1,22,0,42,145,19,1,0,32,1,33,98
2015,2015-09-05 20:40:00,0,WAG,RICE,16,56,13,2,1,22,1,37,86,28,3,1,21,1,54,401
2015,2015-09-05 21:00:00,0,GRAM,CAL,14,73,11,4,1,30,4,33,127,31,1,1,49,2,39,185
2015,2015-09-05 22:00:00,0,TROY,NCST,21,49,13,4,1,21,1,25,121,30,1,0,26,0,58,251
2015,2015-09-05 22:00:00,0,BCU,MIAMI,0,45,5,1,0,11,2,35,53,20,2,1,31,0,26,195
2015,2015-09-05 22:00:00,0,WEBB,USA,23,33,17,6,1,23,2,53,177,13,2,1,25,2,31,224
2015,2015-09-05 22:00:00,0,TOWS,ECU,20,28,27,1,1,33,1,44,179,23,0,0,37,0,34,210
2015,2015-09-05 23:00:00,0,ULL,UK,33,40,28,2,2,41,2,47,247,18,1,0,34,1,26,178
2015,2015-09-05 23:00:00,0,MOST,MEM,7,63,10,6,3,25,0,30,18,27,0,0,21,0,60,317
2015,2015-09-05 23:00:00,0,JKST,MTSU,14,70,10,0,0,40,1,20,33,36,2,1,32,1,63,282
2015,2015-09-05 23:00:00,0,SOU,LT,15,62,17,2,1,36,2,32,113,21,0,0,29,2,32,207
2015,2015-09-05 23:00:00,0,AKR,OKLA,3,41,10,1,1,26,0,44,138,26,1,1,42,1,33,100
2015,2015-09-05 23:00:00,0,ASU,TA&M,17,38,19,5,2,41,0,41,92,22,2,1,35,2,45,178
2015,2015-09-05 23:00:00,0,FAMU,USF,3,51,11,1,0,38,2,34,12,27,2,0,26,1,46,275
2015,2015-09-05 23:10:00,0,SDAK,KSU,0,34,16,2,1,30,0,36,61,16,2,1,18,0,40,185
2015,2015-09-05 23:30:00,0,TEX,ND,3,38,8,0,0,23,0,29,60,30,2,0,23,0,52,214
2015,2015-09-05 23:30:00,0,GASO,WVU,0,44,14,2,1,13,4,57,195,21,1,0,26,0,40,185
2015,2015-09-05 23:30:00,0,UNLV,NIU,30,38,28,0,0,40,1,47,164,24,1,0,26,0,42,185
2015,2015-09-05 23:30:00,0,NMSU,FLA,13,61,8,0,0,28,1,23,72,28,1,1,37,0,42,224
2015,2015-09-06 00:00:00,0,UNI,ISU,7,31,16,3,1,34,1,41,126,15,4,2,29,0,32,77
2015,2015-09-06 00:00:00,0,USD,SDSU,3,37,13,1,1,27,5,38,79,15,1,0,23,1,36,166
2015,2015-09-06 00:00:00,0,TNTC,HOU,24,52,10,0,0,26,1,33,29,27,4,1,38,0,44,272
2015,2015-09-06 00:00:00,0,WIS,ALA,17,35,17,0,0,39,1,21,40,27,0,0,29,0,37,238
2015,2015-09-06 00:00:00,0,EWU,ORE,42,61,31,1,0,55,2,31,111,34,2,1,25,0,57,485
2015,2015-09-06 00:05:00,0,MVSU,UNM,0,66,8,2,2,16,1,40,26,26,2,0,18,0,51,370
2015,2015-09-06 00:45:00,0,AAMU,CIN,10,52,14,1,0,26,1,37,98,34,2,2,38,0,51,296
2015,2015-09-06 01:03:00,0,TXST,FSU,16,59,17,1,1,42,0,33,132,30,3,1,32,0,41,266
2015,2015-09-06 02:00:00,0,MSST,USM,34,16,19,2,2,38,0,28,205,20,1,0,44,2,36,102
2015,2015-09-06 03:00:00,0,ARST,USC,6,55,19,2,2,37,2,50,208,22,0,0,32,0,32,185
2015,2015-09-06 19:00:00,0,PUR,MRSH,31,41,28,3,0,48,4,47,184,20,2,2,36,1,29,163
2015,2015-09-11 00:00:00,0,LT,WKU,38,41,28,0,1,49,1,31,223,24,0,1,38,0,33,149
2015,2015-09-12 00:00:00,0,MIAMI,FAU,44,20,27,1,0,34,0,44,226,22,3,3,34,2,33,223
2015,2015-09-12 01:00:00,0,USU,UTAH,14,24,21,4,1,35,2,32,117,21,2,0,22,0,44,195
2015,2015-09-12 15:30:00,0,USF,FSU,14,34,11,0,0,24,1,36,149,21,1,0,26,0,46,278
2015,2015-09-12 16:00:00,0,ARMY,CONN,17,22,9,1,0,8,1,33,180,23,1,1,25,0,46,145
2015,2015-09-12 16:00:00,0,INST,PUR,14,38,19,2,1,37,2,41,168,24,2,2,36,0,45,251
2015,2015-09-12 16:00:00,0,WIU,ILL,0,44,5,0,0,24,2,30,98,27,4,3,54,1,40,147
2015,2015-09-12 16:00:00,0,HOU,LOU,34,31,25,0,0,35,1,57,226,25,3,2,45,2,26,70
2015,2015-09-12 16:00:00,0,KSU,UTSA,30,3,22,1,0,23,0,44,175,14,0,0,37,0,25,37
2015,2015-09-12 16:00:00,0,JVST,AUB,20,27,28,4,0,43,1,46,161,23,2,1,32,2,38,165
2015,2015-09-12 16:00:00,0,M-OH,WIS,0,58,9,1,1,34,3,24,-3,26,1,0,36,1,45,188
2015,2015-09-12 16:00:00,0,PRE,CHAR,10,34,8,1,0,17,1,41,103,23,2,1,29,0,47,192
2015,2015-09-12 16:00:00,0,BGSU,MD,48,27,35,1,0,55,1,50,201,16,1,1,33,3,26,156
2015,2015-09-12 16:00:00,0,BUFF,PSU,14,27,15,2,0,35,1,33,69,15,0,0,27,0,39,200
2015,2015-09-12 16:00:00,0,ORST,MICH,7,35,12,1,1,20,0,33,59,21,2,1,26,1,48,225
2015,2015-09-12 16:30:00,0,APP,CLEM,10,41,12,1,1,28,3,45,203,22,1,0,31,2,44,140
2015,2015-09-12 16:30:00,0,WAKE,SYR,17,30,23,1,0,45,3,32,46,15,1,0,14,0,37,149
2015,2015-09-12 17:00:00,0,HOW,BC,0,76,2,1,1,12,1,28,7,24,0,0,15,0,40,347
2015,2015-09-12 18:00:00,0,UMASS,COLO,14,48,20,2,1,42,1,29,147,32,0,0,24,0,59,390
2015,2015-09-12 18:00:00,0,SAC,WASH,0,49,11,0,0,38,1,26,11,23,1,1,25,0,36,218
2015,2015-09-12 19:00:00,0,MONM,CMU,10,31,15,1,0,33,1,31,67,22,0,0,36,1,34,74
2015,2015-09-12 19:00:00,0,UTEP,TTU,20,69,18,2,2,31,0,46,227,29,1,0,42,0,30,229
2015,2015-09-12 19:00:00,0,LIB,WVU,17,41,17,1,0,33,0,28,92,25,1,0,32,0,45,172
2015,2015-09-12 19:30:00,0,FUR,VT,3,42,17,2,1,26,2,41,136,25,0,0,31,0,41,299
2015,2015-09-12 19:30:00,0,WSU,RUTG,37,34,28,0,0,66,0,16,81,26,2,2,29,1,37,198
2015,2015-09-12 19:30:00,0,FRES,MISS,21,73,17,3,1,24,3,52,163,27,4,2,37,1,35,215
2015,2015-09-12 19:30:00,0,UGA,VAN,31,14,19,1,0,25,0,41,282,21,1,0,50,3,39,105
2015,2015-09-12 19:30:00,0,MURR,NIU,26,57,22,0,0,49,3,35,92,30,2,2,41,0,43,254
2015,2015-09-12 19:30:00,0,HAW,OSU,0,38,12,2,2,26,2,35,80,26,1,0,34,0,49,182
2015,2015-09-12 19:30:00,0,MINN,CSU,23,20,23,2,2,45,0,41,180,14,3,2,32,2,41,172
2015,2015-09-12 19:30:00,0,TULN,GT,10,65,18,1,1,33,1,33,71,28,1,1,10,0,56,439
2015,2015-09-12 19:30:00,0,PEAY,USM,6,52,12,1,0,18,1,48,96,24,0,0,40,1,30,239
2015,2015-09-12 19:30:00,0,SFA,TCU,7,70,8,2,1,28,2,29,146,30,0,0,37,1,45,224
2015,2015-09-12 19:30:00,0,ND,UVA,34,27,20,0,0,30,0,34,253,22,1,1,38,0,30,127
2015,2015-09-12 20:00:00,0,EIU,NW,0,41,8,0,0,20,2,29,70,28,2,1,16,0,69,344
2015,2015-09-12 20:00:00,0,TOL,ARK,16,12,15,1,0,38,0,24,81,30,1,0,53,1,31,103
2015,2015-09-12 20:00:00,0,EMU,WYO,48,29,21,0,0,25,0,37,176,29,1,1,17,0,58,430
2015,2015-09-12 20:00:00,0,MTSU,ALA,10,37,15,3,3,43,1,31,86,28,0,0,43,2,39,220
2015,2015-09-12 20:45:00,0,IOWA,ISU,31,17,22,2,1,25,0,45,260,18,1,0,35,1,27,63
2015,2015-09-12 21:00:00,0,SDSU,CAL,7,35,16,0,0,32,2,43,152,24,0,0,25,1,36,164
2015,2015-09-12 22:00:00,0,NCAT,UNC,14,53,18,1,1,22,2,41,155,24,1,0,27,0,44,215
2015,2015-09-12 22:00:00,0,DSU,KENT,13,45,1,4,2,10,1,28,-38,25,7,3,26,0,65,278
2015,2015-09-12 22:00:00,0,EKY,NCST,0,35,7,2,0,21,0,23,35,24,2,1,30,0,48,199
2015,2015-09-12 22:00:00,0,NCCU,DUKE,0,55,9,0,0,29,0,27,54,29,0,0,26,0,59,288
2015,2015-09-12 22:00:00,0,WMU,GASO,17,43,19,1,1,36,3,26,25,14,0,0,4,0,52,413
2015,2015-09-12 22:00:00,0,PITT,AKR,24,7,21,2,0,25,0,46,127,8,2,1,22,0,24,47
2015,2015-09-12 22:00:00,0,OKLA,TENN,31,24,20,1,0,39,2,48,161,19,2,0,31,1,45,129
2015,2015-09-12 23:00:00,0,MEM,KU,55,23,34,3,3,27,0,52,281,23,1,0,38,0,46,194
2015,2015-09-12 23:00:00,0,CHSO,TROY,16,44,22,2,1,28,0,60,263,18,1,0,28,0,28,125
2015,2015-09-12 23:00:00,0,MRSH,OHIO,10,21,10,2,2,33,2,25,157,22,2,1,28,1,51,229
2015,2015-09-12 23:00:00,0,UNT,SMU,13,31,17,3,2,34,2,33,112,27,4,3,24,0,53,273
2015,2015-09-12 23:00:00,0,NWST,ULL,17,44,21,0,0,16,0,55,234,21,0,0,9,0,42,360
2015,2015-09-12 23:00:00,0,BALL,TA&M,23,56,19,0,0,27,1,38,240,25,3,1,29,0,49,270
2015,2015-09-12 23:00:00,0,PVAM,TXST,24,63,25,2,2,45,0,37,79,29,3,2,22,0,50,316
2015,2015-09-12 23:00:00,0,ARIZ,NEV,44,20,24,2,1,34,0,43,301,15,1,0,34,1,42,168
2015,2015-09-12 23:00:00,0,ECU,FLA,24,31,20,3,2,58,1,22,-13,17,1,1,25,1,38,168
2015,2015-09-12 23:00:00,0,NICH,ULM,0,47,15,5,2,19,0,44,159,27,0,0,38,0,38,202
2015,2015-09-12 23:00:00,0,MIZ,ARST,27,20,19,2,0,37,3,34,140,18,1,0,30,3,45,93
2015,2015-09-12 23:15:00,0,NSU,ODU,10,24,14,1,1,36,0,23,103,24,2,0,22,1,59,338
2015,2015-09-12 23:30:00,0,UCA,OKST,8,32,12,0,0,25,0,39,92,25,2,0,39,1,35,164
2015,2015-09-12 23:30:00,0,LAM,BAY,31,66,19,1,1,30,1,43,173,38,1,1,38,3,56,412
2015,2015-09-12 23:30:00,0,UK,SC,26,22,19,2,0,29,1,38,207,22,1,0,27,1,34,195
2015,2015-09-13 00:00:00,0,IDHO,USC,9,59,19,1,0,45,0,32,71,35,1,0,37,0,37,284
2015,2015-09-13 00:00:00,0,RICE,TEX,28,42,30,2,2,38,3,58,228,11,1,1,10,0,28,149
2015,2015-09-13 00:00:00,0,ORE,MSU,28,31,26,2,0,39,2,43,123,21,0,0,32,1,37,197
2015,2015-09-13 00:00:00,0,USA,NEB,9,48,18,4,2,45,1,24,19,31,0,0,38,1,37,258
2015,2015-09-13 00:00:00,0,TLSA,UNM,40,21,31,0,1,30,0,59,279,18,0,1,21,1,47,224
2015,2015-09-13 00:00:00,0,FIU,IND,22,36,24,3,2,47,1,33,123,25,2,0,33,1,52,205
2015,2015-09-13 00:00:00,0,GAST,NMSU,34,32,28,2,2,43,1,46,210,26,0,0,55,1,23,84
2015,2015-09-13 00:00:00,0,TEM,CIN,34,26,13,1,1,20,0,36,215,34,1,1,52,4,31,130
2015,2015-09-13 01:15:00,0,LSU,MSST,21,19,16,0,0,14,0,47,266,27,0,0,54,0,26,43
2015,2015-09-13 02:15:00,0,SJSU,AFA,16,37,13,0,0,33,2,20,150,23,0,0,11,1,69,428
2015,2015-09-13 02:15:00,0,BSU,BYU,24,35,17,0,0,38,3,31,64,16,0,0,29,2,39,72
2015,2015-09-13 02:30:00,0,UCF,STAN,7,31,15,2,1,36,1,29,30,21,0,0,30,0,41,130
2015,2015-09-13 02:30:00,0,UCLA,UNLV,37,3,30,0,0,51,3,47,273,11,3,1,23,1,43,181
2015,2015-09-13 03:00:00,0,CP,ASU,21,35,20,1,0,8,0,72,284,28,3,1,35,1,45,248
2015,2015-09-17 23:30:00,0,CLEM,LOU,20,17,20,0,0,30,2,40,202,16,2,0,35,2,28,19
2015,2015-09-19 00:00:00,0,FSU,BC,14,0,15,0,0,24,0,33,98,12,1,1,15,1,43,139
2015,2015-09-19 01:00:00,0,IDST,BSU,0,52,18,1,0,59,1,22,36,32,0,0,28,0,58,344
2015,2015-09-19 02:00:00,0,UNM,ASU,10,34,15,0,0,29,1,47,184,19,2,1,37,0,30,132
2015,2015-09-19 16:00:00,0,TLSA,OKLA,38,52,31,0,0,51,0,40,176,39,2,2,38,0,47,286
2015,2015-09-19 16:00:00,0,NEV,TA&M,27,44,19,1,0,29,1,45,153,30,2,1,36,1,40,233
2015,2015-09-19 16:00:00,0,USF,MD,17,35,18,3,0,22,2,50,240,18,3,0,34,3,34,114
2015,2015-09-19 16:00:00,0,CONN,MIZ,6,9,11,3,1,28,1,33,77,16,2,1,31,1,34,85
2015,2015-09-19 16:00:00,0,ILL,UNC,14,48,22,0,0,38,1,45,227,23,0,0,26,1,37,254
2015,2015-09-19 16:00:00,0,UNLV,MICH,7,28,15,2,0,26,2,36,92,17,0,0,25,1,39,254
2015,2015-09-19 16:00:00,0,KENT,MINN,7,10,8,1,0,28,0,31,79,13,2,1,27,2,44,104
2015,2015-09-19 16:00:00,0,WAKE,ARMY,17,14,19,1,0,33,3,35,171,11,2,0,3,0,54,186
2015,2015-09-19 16:00:00,0,BUFF,FAU,33,15,13,0,0,20,1,45,185,27,3,3,56,2,34,105
2015,2015-09-19 16:00:00,0,AFA,MSU,21,35,24,3,2,9,1,51,279,22,0,0,23,0,42,77
2015,2015-09-19 16:00:00,0,SAV,AKR,9,52,14,4,1,34,1,34,74,31,0,0,33,2,47,291
2015,2015-09-19 16:30:00,0,NW,DUKE,19,10,15,1,0,23,2,54,201,16,3,2,39,1,35,177
2015,2015-09-19 16:30:00,0,CMU,SYR,27,30,30,3,1,51,1,40,90,11,0,0,17,1,30,165
2015,2015-09-19 18:00:00,0,GAST,ORE,28,61,22,2,2,40,2,36,113,29,3,1,31,0,53,311
2015,2015-09-19 18:00:00,0,SELA,OHIO,14,35,19,3,2,32,0,40,148,18,0,0,27,1,31,115
2015,2015-09-19 18:30:00,0,RICE,UNT,38,24,28,0,0,39,0,51,189,20,3,2,35,1,27,175
2015,2015-09-19 19:00:00,0,BALL,EMU,28,17,26,1,1,33,0,52,278,12,0,0,39,2,22,123
2015,2015-09-19 19:00:00,0,TEM,UMASS,25,23,24,2,1,49,2,37,67,20,5,1,55,1,25,45
2015,2015-09-19 19:00:00,0,LT,KSU,33,39,23,3,2,51,0,38,137,17,3,1,26,0,45,160
2015,2015-09-19 19:00:00,0,MEM,BGSU,44,41,28,0,0,40,0,50,155,24,1,0,45,0,29,136
2015,2015-09-19 19:30:00,0,VT,PUR,51,24,20,5,1,26,0,56,238,9,2,1,35,2,29,144
2015,2015-09-19 19:30:00,0,CIN,M-OH,37,33,33,4,2,40,2,54,282,17,2,0,34,1,41,220
2015,2015-09-19 19:30:00,0,UTSA,OKST,14,69,20,6,5,30,2,51,176,22,1,1,26,0,40,217
2015,2015-09-19 19:30:00,0,AUB,LSU,21,45,16,2,1,19,1,37,160,20,0,0,17,0,48,411
2015,2015-09-19 19:30:00,0,W&M,UVA,29,35,21,2,0,37,0,39,145,15,1,0,23,2,29,110
2015,2015-09-19 19:30:00,0,ECU,NAVY,21,45,25,1,1,49,1,21,80,28,2,0,7,0,75,415
2015,2015-09-19 19:30:00,0,NIU,OSU,13,20,10,1,0,31,2,43,110,14,4,2,29,3,37,162
2015,2015-09-19 19:30:00,0,NSU,MRSH,7,45,11,1,0,24,1,35,96,29,2,1,34,1,43,216
2015,2015-09-19 19:30:00,0,NEB,MIAMI,33,36,24,0,0,45,3,32,153,24,0,0,42,1,33,132
2015,2015-09-19 19:30:00,0,TROY,WIS,3,28,19,1,1,35,0,33,81,17,2,0,18,0,35,199
2015,2015-09-19 19:30:00,0,GT,ND,22,30,21,3,1,24,0,47,216,17,1,1,30,1,32,215
2015,2015-09-19 20:00:00,0,WKU,IND,35,38,28,0,0,46,2,26,84,34,1,1,27,0,59,284
2015,2015-09-19 20:00:00,0,PEAY,VAN,7,47,9,1,0,32,0,30,34,26,2,1,39,1,35,147
2015,2015-09-19 20:00:00,0,NWST,MSST,13,62,17,0,0,16,0,50,146,26,2,2,18,0,37,275
2015,2015-09-19 21:00:00,0,WOF,IDHO,38,41,17,3,2,6,0,44,326,22,0,0,34,2,43,198
2015,2015-09-19 21:00:00,0,USU,WASH,17,31,13,1,0,33,2,30,83,20,2,2,31,1,35,74
2015,2015-09-19 22:00:00,0,NCCU,FIU,14,39,13,1,0,36,3,23,38,21,1,1,36,1,46,248
2015,2015-09-19 22:00:00,0,CIT,GASO,13,48,15,7,3,8,2,54,318,18,3,1,19,0,49,383
2015,2015-09-19 22:00:00,0,FUR,UCF,16,15,12,2,1,30,0,28,54,16,2,1,30,3,42,171
2015,2015-09-19 22:00:00,0,SC,UGA,20,52,16,2,0,22,1,39,174,32,2,1,25,0,38,246
2015,2015-09-19 23:00:00,0,CHAR,MTSU,14,73,11,4,3,33,4,38,117,25,3,2,29,0,49,316
2015,2015-09-19 23:00:00,0,MOST,ARST,7,70,16,0,0,32,3,37,179,27,2,1,26,0,46,344
2015,2015-09-19 23:00:00,0,WCU,TENN,10,55,9,4,2,22,1,33,189,25,0,0,29,0,49,210
2015,2015-09-19 23:00:00,0,MURR,WMU,20,52,17,1,0,41,1,21,63,33,2,2,33,0,42,237
2015,2015-09-19 23:00:00,0,COLO,CSU,27,24,18,0,0,29,0,32,125,27,0,0,39,2,49,218
2015,2015-09-19 23:00:00,0,NCST,ODU,38,14,26,1,0,27,0,52,256,8,0,0,23,0,21,-3
2015,2015-09-19 23:00:00,0,USM,TXST,56,50,22,1,1,27,0,46,280,29,0,0,46,0,37,281
2015,2015-09-19 23:00:00,0,TTU,ARK,35,24,24,0,0,31,2,27,171,23,1,1,21,1,43,228
2015,2015-09-19 23:30:00,0,FLA,UK,14,9,16,1,0,22,1,37,120,14,0,0,24,2,41,115
2015,2015-09-19 23:30:00,0,CAL,TEX,45,44,26,2,2,37,0,41,280,28,2,1,31,1,52,286
